l3_index_code,股票代码,股票简称,纳入时间,申万3级
852111.SI,002059.SZ,云南旅游,2021-12-13,人工景区
852112.SI,000888.SZ,峨眉山A,2021-12-13,自然景区
852112.SI,000978.SZ,桂林旅游,2021-12-13,自然景区
852112.SI,002033.SZ,丽江股份,2021-12-13,自然景区
852112.SI,002159.SZ,三特索道,2021-12-13,自然景区
852112.SI,300859.SZ,西域旅游,2021-12-13,自然景区
852112.SI,600054.SH,黄山旅游,2021-12-13,自然景区
852112.SI,600749.SH,西藏旅游,2021-12-13,自然景区
852112.SI,603099.SH,长白山,2021-12-13,自然景区
852112.SI,603199.SH,九华旅游,2021-12-13,自然景区
852112.SI,603136.SH,天目湖,2022-08-01,自然景区
852112.SI,600576.SH,祥源文旅,2023-07-06,自然景区
852112.SI,000558.SZ,天府文旅,2025-03-10,自然景区
852112.SI,000430.SZ,张家界,2021-12-13,自然景区
852131.SI,000796.SZ,凯撒旅业,2021-12-13,旅游综合
852131.SI,002707.SZ,众信旅游,2021-12-13,旅游综合
852131.SI,000610.SZ,*ST西旅,2024-07-31,旅游综合
852131.SI,002627.SZ,三峡旅游,2025-09-29,旅游综合
852131.SI,603402.SH,陕西旅游,2026-01-06,旅游综合
852131.SI,600250.SH,南京商旅,2026-07-02,旅游综合
852131.SI,000524.SZ,岭南控股,2021-12-13,旅游综合
859851.SI,002093.SZ,国脉科技,2024-07-31,学历教育
859851.SI,002659.SZ,凯文教育,2021-12-13,学历教育
859852.SI,002607.SZ,中公教育,2021-12-13,培训教育
859852.SI,003032.SZ,传智教育,2021-12-13,培训教育
859852.SI,300192.SZ,科德教育,2021-12-13,培训教育
859852.SI,300338.SZ,*ST开元,2021-12-13,培训教育
859852.SI,300359.SZ,全通教育,2021-12-13,培训教育
859852.SI,300688.SZ,创业黑马,2021-12-13,培训教育
859852.SI,600661.SH,昂立教育,2021-12-13,培训教育
859852.SI,600730.SH,*ST高科,2021-12-13,培训教育
859852.SI,603377.SH,ST东时,2021-12-13,培训教育
859852.SI,605098.SH,行动教育,2021-12-13,培训教育
859852.SI,300050.SZ,世纪鼎利,2026-07-02,培训教育
859852.SI,300492.SZ,华图山鼎,2026-07-02,培训教育
859852.SI,000526.SZ,学大教育,2021-12-13,培训教育
859853.SI,600880.SH,博瑞传播,2022-08-01,教育运营及其他
859853.SI,300010.SZ,ST豆神,2022-08-01,教育运营及其他
857821.SI,601328.SH,交通银行,2021-12-13,国有大型银行Ⅲ
857821.SI,601398.SH,工商银行,2021-12-13,国有大型银行Ⅲ
857821.SI,601658.SH,邮储银行,2021-12-13,国有大型银行Ⅲ
857821.SI,601939.SH,建设银行,2021-12-13,国有大型银行Ⅲ
857821.SI,601988.SH,中国银行,2021-12-13,国有大型银行Ⅲ
857821.SI,601288.SH,农业银行,2021-12-13,国有大型银行Ⅲ
857831.SI,600000.SH,浦发银行,2021-12-13,股份制银行Ⅲ
857831.SI,600015.SH,华夏银行,2021-12-13,股份制银行Ⅲ
857831.SI,600016.SH,民生银行,2021-12-13,股份制银行Ⅲ
857831.SI,600036.SH,招商银行,2021-12-13,股份制银行Ⅲ
857831.SI,601166.SH,兴业银行,2021-12-13,股份制银行Ⅲ
857831.SI,601818.SH,光大银行,2021-12-13,股份制银行Ⅲ
857831.SI,601916.SH,浙商银行,2021-12-13,股份制银行Ⅲ
857831.SI,601998.SH,中信银行,2021-12-13,股份制银行Ⅲ
857831.SI,000001.SZ,平安银行,2021-12-13,股份制银行Ⅲ
857841.SI,002936.SZ,郑州银行,2021-12-13,城商行Ⅲ
857841.SI,002948.SZ,青岛银行,2021-12-13,城商行Ⅲ
857841.SI,002966.SZ,苏州银行,2021-12-13,城商行Ⅲ
857841.SI,600919.SH,江苏银行,2021-12-13,城商行Ⅲ
857841.SI,600926.SH,杭州银行,2021-12-13,城商行Ⅲ
857841.SI,600928.SH,西安银行,2021-12-13,城商行Ⅲ
857841.SI,601009.SH,南京银行,2021-12-13,城商行Ⅲ
857841.SI,601169.SH,北京银行,2021-12-13,城商行Ⅲ
857841.SI,601187.SH,厦门银行,2021-12-13,城商行Ⅲ
857841.SI,601229.SH,上海银行,2021-12-13,城商行Ⅲ
857841.SI,601577.SH,长沙银行,2021-12-13,城商行Ⅲ
857841.SI,601665.SH,齐鲁银行,2021-12-13,城商行Ⅲ
857841.SI,601838.SH,成都银行,2021-12-13,城商行Ⅲ
857841.SI,601963.SH,重庆银行,2021-12-13,城商行Ⅲ
857841.SI,601997.SH,贵阳银行,2021-12-13,城商行Ⅲ
857841.SI,001227.SZ,兰州银行,2022-01-17,城商行Ⅲ
857841.SI,002142.SZ,宁波银行,2021-12-13,城商行Ⅲ
857851.SI,002839.SZ,张家港行,2021-12-13,农商行Ⅲ
857851.SI,002958.SZ,青农商行,2021-12-13,农商行Ⅲ
857851.SI,600908.SH,无锡银行,2021-12-13,农商行Ⅲ
857851.SI,601077.SH,渝农商行,2021-12-13,农商行Ⅲ
857851.SI,601128.SH,常熟银行,2021-12-13,农商行Ⅲ
857851.SI,601528.SH,瑞丰银行,2021-12-13,农商行Ⅲ
857851.SI,601825.SH,沪农商行,2021-12-13,农商行Ⅲ
857851.SI,601860.SH,紫金银行,2021-12-13,农商行Ⅲ
857851.SI,603323.SH,苏农银行,2021-12-13,农商行Ⅲ
857851.SI,002807.SZ,江阴银行,2021-12-13,农商行Ⅲ
851931.SI,000686.SZ,东北证券,2021-12-13,证券Ⅲ
851931.SI,000712.SZ,锦龙股份,2021-12-13,证券Ⅲ
851931.SI,000728.SZ,国元证券,2021-12-13,证券Ⅲ
851931.SI,000750.SZ,国海证券,2021-12-13,证券Ⅲ
851931.SI,000776.SZ,广发证券,2021-12-13,证券Ⅲ
851931.SI,000783.SZ,长江证券,2021-12-13,证券Ⅲ
851931.SI,002500.SZ,山西证券,2021-12-13,证券Ⅲ
851931.SI,002670.SZ,国盛证券,2021-12-13,证券Ⅲ
851931.SI,002673.SZ,西部证券,2021-12-13,证券Ⅲ
851931.SI,002736.SZ,国信证券,2021-12-13,证券Ⅲ
851931.SI,002797.SZ,第一创业,2021-12-13,证券Ⅲ
851931.SI,002926.SZ,华西证券,2021-12-13,证券Ⅲ
851931.SI,002939.SZ,长城证券,2021-12-13,证券Ⅲ
851931.SI,002945.SZ,华林证券,2021-12-13,证券Ⅲ
851931.SI,300059.SZ,东方财富,2021-12-13,证券Ⅲ
851931.SI,600030.SH,中信证券,2021-12-13,证券Ⅲ
851931.SI,600095.SH,湘财股份,2021-12-13,证券Ⅲ
851931.SI,600109.SH,国金证券,2021-12-13,证券Ⅲ
851931.SI,600155.SH,华创云信,2021-12-13,证券Ⅲ
851931.SI,600369.SH,西南证券,2021-12-13,证券Ⅲ
851931.SI,600621.SH,华鑫股份,2021-12-13,证券Ⅲ
851931.SI,600864.SH,哈投股份,2021-12-13,证券Ⅲ
851931.SI,600906.SH,财达证券,2021-12-13,证券Ⅲ
851931.SI,600909.SH,华安证券,2021-12-13,证券Ⅲ
851931.SI,600918.SH,中泰证券,2021-12-13,证券Ⅲ
851931.SI,600958.SH,东方证券,2021-12-13,证券Ⅲ
851931.SI,600999.SH,招商证券,2021-12-13,证券Ⅲ
851931.SI,601066.SH,中信建投,2021-12-13,证券Ⅲ
851931.SI,601099.SH,太平洋,2021-12-13,证券Ⅲ
851931.SI,601108.SH,财通证券,2021-12-13,证券Ⅲ
851931.SI,601162.SH,天风证券,2021-12-13,证券Ⅲ
851931.SI,601198.SH,东兴证券,2021-12-13,证券Ⅲ
851931.SI,601211.SH,国泰海通,2021-12-13,证券Ⅲ
851931.SI,601236.SH,红塔证券,2021-12-13,证券Ⅲ
851931.SI,601375.SH,中原证券,2021-12-13,证券Ⅲ
851931.SI,601377.SH,兴业证券,2021-12-13,证券Ⅲ
851931.SI,601456.SH,国联民生,2021-12-13,证券Ⅲ
851931.SI,601555.SH,东吴证券,2021-12-13,证券Ⅲ
851931.SI,601688.SH,华泰证券,2021-12-13,证券Ⅲ
851931.SI,601696.SH,中银证券,2021-12-13,证券Ⅲ
851931.SI,601788.SH,光大证券,2021-12-13,证券Ⅲ
851931.SI,601878.SH,浙商证券,2021-12-13,证券Ⅲ
851931.SI,601881.SH,中国银河,2021-12-13,证券Ⅲ
851931.SI,601901.SH,方正证券,2021-12-13,证券Ⅲ
851931.SI,601990.SH,南京证券,2021-12-13,证券Ⅲ
851931.SI,601995.SH,中金公司,2021-12-13,证券Ⅲ
851931.SI,601136.SH,首创证券,2022-12-22,证券Ⅲ
851931.SI,601059.SH,信达证券,2023-02-01,证券Ⅲ
851931.SI,600061.SH,国投资本,2025-08-13,证券Ⅲ
851931.SI,000166.SZ,申万宏源,2021-12-13,证券Ⅲ
851941.SI,601319.SH,中国人保,2021-12-13,保险Ⅲ
851941.SI,601336.SH,新华保险,2021-12-13,保险Ⅲ
851941.SI,601601.SH,中国太保,2021-12-13,保险Ⅲ
851941.SI,601628.SH,中国人寿,2021-12-13,保险Ⅲ
851941.SI,601318.SH,中国平安,2021-12-13,保险Ⅲ
851922.SI,000987.SZ,越秀资本,2021-12-13,金融控股
851922.SI,002423.SZ,中粮资本,2021-12-13,金融控股
851922.SI,600120.SH,浙江东方,2021-12-13,金融控股
851922.SI,600318.SH,新力金融,2021-12-13,金融控股
851922.SI,600390.SH,五矿资本,2021-12-13,金融控股
851922.SI,600643.SH,爱建集团,2021-12-13,金融控股
851922.SI,600830.SH,香溢融通,2021-12-13,金融控股
851922.SI,000617.SZ,中油资本,2021-12-13,金融控股
851923.SI,603093.SH,南华期货,2021-12-13,期货
851923.SI,600927.SH,永安期货,2021-12-23,期货
851923.SI,001236.SZ,弘业期货,2022-08-05,期货
851923.SI,002961.SZ,瑞达期货,2021-12-13,期货
851924.SI,600816.SH,建元信托,2021-12-13,信托
851924.SI,600517.SH,国网英大,2022-08-01,信托
851924.SI,000563.SZ,陕国投A,2021-12-13,信托
851925.SI,600901.SH,江苏金租,2021-12-13,租赁
851925.SI,603300.SH,海南华铁,2021-12-13,租赁
851925.SI,000415.SZ,渤海租赁,2021-12-13,租赁
851926.SI,300773.SZ,拉卡拉,2021-12-13,金融信息服务
851926.SI,002647.SZ,仁东控股,2021-12-13,金融信息服务
851927.SI,000567.SZ,海德股份,2021-12-13,资产管理
851927.SI,600053.SH,*ST九鼎,2021-12-13,资产管理
851927.SI,000935.SZ,四川双马,2023-07-06,资产管理
851927.SI,000532.SZ,华金资本,2021-12-13,资产管理
852311.SI,000652.SZ,泰达股份,2021-12-13,综合Ⅲ
852311.SI,000753.SZ,漳州发展,2021-12-13,综合Ⅲ
852311.SI,000833.SZ,粤桂股份,2021-12-13,综合Ⅲ
852311.SI,600051.SH,宁波联合,2021-12-13,综合Ⅲ
852311.SI,600620.SH,天宸股份,2021-12-13,综合Ⅲ
852311.SI,600770.SH,综艺股份,2021-12-13,综合Ⅲ
852311.SI,600805.SH,悦达投资,2021-12-13,综合Ⅲ
852311.SI,600881.SH,亚泰集团,2021-12-13,综合Ⅲ
852311.SI,600689.SH,上海三毛,2022-08-01,综合Ⅲ
852311.SI,000025.SZ,特力A,2023-07-06,综合Ⅲ
852311.SI,000421.SZ,南京公用,2023-07-06,综合Ⅲ
852311.SI,600673.SH,东阳光,2023-07-06,综合Ⅲ
852311.SI,600682.SH,南京新百,2023-07-06,综合Ⅲ
852311.SI,000523.SZ,红棉股份,2024-07-31,综合Ⅲ
852311.SI,002316.SZ,亚联发展,2026-07-02,综合Ⅲ
852311.SI,002420.SZ,毅昌科技,2026-07-02,综合Ⅲ
852311.SI,002575.SZ,群兴玩具,2026-07-02,综合Ⅲ
852311.SI,600458.SH,时代新材,2026-07-02,综合Ⅲ
852311.SI,600807.SH,济高发展,2026-07-02,综合Ⅲ
852311.SI,000632.SZ,ST三木,2021-12-13,综合Ⅲ
857111.SI,000672.SZ,上峰材料,2021-12-13,水泥制造
857111.SI,000789.SZ,万年青,2021-12-13,水泥制造
857111.SI,000877.SZ,天山股份,2021-12-13,水泥制造
857111.SI,002233.SZ,塔牌集团,2021-12-13,水泥制造
857111.SI,600326.SH,西藏天路,2021-12-13,水泥制造
857111.SI,600425.SH,青松建化,2021-12-13,水泥制造
857111.SI,600449.SH,宁夏建材,2021-12-13,水泥制造
857111.SI,600585.SH,海螺水泥,2021-12-13,水泥制造
857111.SI,600678.SH,ST金顶,2021-12-13,水泥制造
857111.SI,600801.SH,华新建材,2021-12-13,水泥制造
857111.SI,600802.SH,福建水泥,2021-12-13,水泥制造
857111.SI,601992.SH,金隅集团,2021-12-13,水泥制造
857111.SI,600668.SH,尖峰集团,2022-08-01,水泥制造
857111.SI,000401.SZ,金隅冀东,2021-12-13,水泥制造
857112.SI,002596.SZ,海南瑞泽,2021-12-13,水泥制品
857112.SI,002671.SZ,龙泉股份,2021-12-13,水泥制品
857112.SI,603616.SH,韩建河山,2021-12-13,水泥制品
857112.SI,605122.SH,四方新材,2021-12-13,水泥制品
857112.SI,003037.SZ,三和管桩,2022-08-01,水泥制品
857112.SI,002205.SZ,国统股份,2023-07-06,水泥制品
857112.SI,002302.SZ,西部建设,2021-12-13,水泥制品
857121.SI,002613.SZ,北玻股份,2021-12-13,玻璃制造
857121.SI,600293.SH,三峡新材,2021-12-13,玻璃制造
857121.SI,600586.SH,金晶科技,2021-12-13,玻璃制造
857121.SI,600819.SH,耀皮玻璃,2021-12-13,玻璃制造
857121.SI,600876.SH,凯盛新能,2021-12-13,玻璃制造
857121.SI,601636.SH,旗滨集团,2021-12-13,玻璃制造
857121.SI,000012.SZ,南玻A,2021-12-13,玻璃制造
857122.SI,002201.SZ,九鼎新材,2021-12-13,玻纤制造
857122.SI,300196.SZ,长海股份,2021-12-13,玻纤制造
857122.SI,600176.SH,中国巨石,2021-12-13,玻纤制造
857122.SI,603256.SH,宏和科技,2021-12-13,玻纤制造
857122.SI,603601.SH,再升科技,2021-12-13,玻纤制造
857122.SI,605006.SH,山东玻纤,2021-12-13,玻纤制造
857122.SI,301526.SZ,国际复材,2023-12-26,玻纤制造
857122.SI,601112.SH,振石股份,2026-01-29,玻纤制造
857122.SI,002080.SZ,中材科技,2021-12-13,玻纤制造
850615.SI,002088.SZ,鲁阳节能,2021-12-13,耐火材料
850615.SI,002225.SZ,濮耐股份,2021-12-13,耐火材料
850615.SI,002392.SZ,北京利尔,2021-12-13,耐火材料
850615.SI,300374.SZ,中铁装配,2021-12-13,耐火材料
850615.SI,688119.SH,中钢洛耐,2022-06-06,耐火材料
850615.SI,002066.SZ,瑞泰科技,2021-12-13,耐火材料
850616.SI,002457.SZ,青龙管业,2021-12-13,管材
850616.SI,002641.SZ,公元股份,2021-12-13,管材
850616.SI,002694.SZ,*ST顾地,2021-12-13,管材
850616.SI,300198.SZ,*ST纳川,2021-12-13,管材
850616.SI,300599.SZ,雄塑科技,2021-12-13,管材
850616.SI,603856.SH,东宏股份,2021-12-13,管材
850616.SI,002372.SZ,伟星新材,2021-12-13,管材
850614.SI,000619.SZ,海螺新材,2021-12-13,其他建材
850614.SI,000786.SZ,北新建材,2021-12-13,其他建材
850614.SI,001212.SZ,中旗新材,2021-12-13,其他建材
850614.SI,002043.SZ,兔宝宝,2021-12-13,其他建材
850614.SI,002333.SZ,罗普斯金,2021-12-13,其他建材
850614.SI,002398.SZ,垒知集团,2021-12-13,其他建材
850614.SI,002652.SZ,扬子新材,2021-12-13,其他建材
850614.SI,002718.SZ,友邦吊顶,2021-12-13,其他建材
850614.SI,002785.SZ,万里石,2021-12-13,其他建材
850614.SI,002791.SZ,坚朗五金,2021-12-13,其他建材
850614.SI,300234.SZ,开尔新材,2021-12-13,其他建材
850614.SI,301010.SZ,晶雪节能,2021-12-13,其他建材
850614.SI,603038.SH,华立股份,2021-12-13,其他建材
850614.SI,605318.SH,法狮龙,2021-12-13,其他建材
850614.SI,002247.SZ,聚力文化,2022-08-01,其他建材
850614.SI,301429.SZ,森泰股份,2023-04-17,其他建材
850614.SI,000055.SZ,方大集团,2021-12-13,其他建材
850617.SI,300715.SZ,凯伦股份,2021-12-13,防水材料
850617.SI,300737.SZ,科顺股份,2021-12-13,防水材料
850617.SI,002271.SZ,东方雨虹,2021-12-13,防水材料
850618.SI,603737.SH,三棵树,2021-12-13,涂料
850618.SI,603378.SH,*ST亚士,2021-12-13,涂料
850623.SI,002761.SZ,浙江建投,2021-12-13,房屋建设Ⅲ
850623.SI,600170.SH,上海建工,2021-12-13,房屋建设Ⅲ
850623.SI,600248.SH,陕建股份,2021-12-13,房屋建设Ⅲ
850623.SI,600491.SH,ST龙元,2021-12-13,房屋建设Ⅲ
850623.SI,600939.SH,重庆建工,2021-12-13,房屋建设Ⅲ
850623.SI,601668.SH,中国建筑,2021-12-13,房屋建设Ⅲ
850623.SI,601789.SH,宁波建工,2021-12-13,房屋建设Ⅲ
850623.SI,000628.SZ,高新发展,2021-12-13,房屋建设Ⅲ
857221.SI,002081.SZ,金螳螂,2021-12-13,装修装饰Ⅲ
857221.SI,002375.SZ,亚厦股份,2021-12-13,装修装饰Ⅲ
857221.SI,002482.SZ,广田集团,2021-12-13,装修装饰Ⅲ
857221.SI,002620.SZ,*ST瑞和,2021-12-13,装修装饰Ⅲ
857221.SI,002713.SZ,东易日盛,2021-12-13,装修装饰Ⅲ
857221.SI,002789.SZ,*ST建艺,2021-12-13,装修装饰Ⅲ
857221.SI,002811.SZ,郑中设计,2021-12-13,装修装饰Ⅲ
857221.SI,002822.SZ,ST中装,2021-12-13,装修装饰Ⅲ
857221.SI,002830.SZ,名雕股份,2021-12-13,装修装饰Ⅲ
857221.SI,002856.SZ,*ST美芝,2021-12-13,装修装饰Ⅲ
857221.SI,002963.SZ,豪尔赛,2021-12-13,装修装饰Ⅲ
857221.SI,002989.SZ,中天精装,2021-12-13,装修装饰Ⅲ
857221.SI,300506.SZ,名家汇,2021-12-13,装修装饰Ⅲ
857221.SI,300621.SZ,维业股份,2021-12-13,装修装饰Ⅲ
857221.SI,601886.SH,江河集团,2021-12-13,装修装饰Ⅲ
857221.SI,603030.SH,全筑股份,2021-12-13,装修装饰Ⅲ
857221.SI,603828.SH,*ST利达,2021-12-13,装修装饰Ⅲ
857221.SI,605287.SH,德才股份,2021-12-13,装修装饰Ⅲ
857221.SI,002163.SZ,海南发展,2022-08-01,装修装饰Ⅲ
857221.SI,603137.SH,恒尚节能,2023-04-19,装修装饰Ⅲ
857221.SI,600234.SH,科新发展,2023-07-06,装修装饰Ⅲ
857221.SI,002047.SZ,宝鹰股份,2021-12-13,装修装饰Ⅲ
857236.SI,002061.SZ,浙江交科,2021-12-13,基建市政工程
857236.SI,002062.SZ,宏润建设,2021-12-13,基建市政工程
857236.SI,002307.SZ,北新路桥,2021-12-13,基建市政工程
857236.SI,002586.SZ,围海股份,2021-12-13,基建市政工程
857236.SI,002628.SZ,成都路桥,2021-12-13,基建市政工程
857236.SI,002941.SZ,新疆交建,2021-12-13,基建市政工程
857236.SI,300982.SZ,苏文电能,2021-12-13,基建市政工程
857236.SI,600039.SH,四川路桥,2021-12-13,基建市政工程
857236.SI,600284.SH,浦东建设,2021-12-13,基建市政工程
857236.SI,600512.SH,腾达建设,2021-12-13,基建市政工程
857236.SI,600820.SH,隧道股份,2021-12-13,基建市政工程
857236.SI,600853.SH,龙建股份,2021-12-13,基建市政工程
857236.SI,601186.SH,中国铁建,2021-12-13,基建市政工程
857236.SI,601390.SH,中国中铁,2021-12-13,基建市政工程
857236.SI,601611.SH,中国核建,2021-12-13,基建市政工程
857236.SI,601669.SH,中国电建,2021-12-13,基建市政工程
857236.SI,601800.SH,中国交建,2021-12-13,基建市政工程
857236.SI,601868.SH,中国能建,2021-12-13,基建市政工程
857236.SI,603815.SH,交建股份,2021-12-13,基建市政工程
857236.SI,603843.SH,*ST正平,2021-12-13,基建市政工程
857236.SI,603176.SH,汇通集团,2021-12-31,基建市政工程
857236.SI,600502.SH,安徽建工,2022-08-01,基建市政工程
857236.SI,001396.SZ,誉帆科技,2025-12-30,基建市政工程
857236.SI,002060.SZ,广东建工,2026-07-02,基建市政工程
857236.SI,000498.SZ,山东路桥,2021-12-13,基建市政工程
857251.SI,002200.SZ,交投生态,2021-12-13,园林工程
857251.SI,002431.SZ,ST棕榈,2021-12-13,园林工程
857251.SI,002663.SZ,普邦股份,2021-12-13,园林工程
857251.SI,002717.SZ,*ST岭南,2021-12-13,园林工程
857251.SI,002775.SZ,文科股份,2021-12-13,园林工程
857251.SI,300197.SZ,节能铁汉,2021-12-13,园林工程
857251.SI,300355.SZ,蒙草生态,2021-12-13,园林工程
857251.SI,300649.SZ,杭州园林,2021-12-13,园林工程
857251.SI,300948.SZ,冠中生态,2021-12-13,园林工程
857251.SI,300949.SZ,奥雅股份,2021-12-13,园林工程
857251.SI,301098.SZ,金埔园林,2021-12-13,园林工程
857251.SI,603359.SH,*ST东珠,2021-12-13,园林工程
857251.SI,603955.SH,大千生态,2021-12-13,园林工程
857251.SI,605303.SH,园林股份,2021-12-13,园林工程
857251.SI,000010.SZ,*ST美丽,2021-12-13,园林工程
857241.SI,002541.SZ,鸿路钢构,2021-12-13,钢结构
857241.SI,002593.SZ,日上集团,2021-12-13,钢结构
857241.SI,002743.SZ,ST富煌,2021-12-13,钢结构
857241.SI,300517.SZ,海波重科,2021-12-13,钢结构
857241.SI,600477.SH,杭萧钢构,2021-12-13,钢结构
857241.SI,600496.SH,精工钢构,2021-12-13,钢结构
857241.SI,603098.SH,森特股份,2021-12-13,钢结构
857241.SI,601096.SH,宏盛华源,2023-12-22,钢结构
857241.SI,002135.SZ,东南网架,2021-12-13,钢结构
857242.SI,002469.SZ,三维化学,2021-12-13,化学工程
857242.SI,300384.SZ,三联虹普,2021-12-13,化学工程
857242.SI,601117.SH,中国化学,2021-12-13,化学工程
857242.SI,603637.SH,镇海股份,2021-12-13,化学工程
857242.SI,603959.SH,ST百利,2021-12-13,化学工程
857242.SI,605167.SH,利柏特,2021-12-13,化学工程
857242.SI,002140.SZ,东华科技,2021-12-13,化学工程
857243.SI,000928.SZ,中钢国际,2021-12-13,国际工程
857243.SI,002051.SZ,中工国际,2021-12-13,国际工程
857243.SI,600970.SH,中材国际,2021-12-13,国际工程
857243.SI,000065.SZ,北方国际,2021-12-13,国际工程
857244.SI,002542.SZ,*ST中岩,2021-12-13,其他专业工程
857244.SI,003001.SZ,中岩大地,2021-12-13,其他专业工程
857244.SI,300712.SZ,永福股份,2021-12-13,其他专业工程
857244.SI,301046.SZ,能辉科技,2021-12-13,其他专业工程
857244.SI,601068.SH,中铝国际,2021-12-13,其他专业工程
857244.SI,601226.SH,华电科工,2021-12-13,其他专业工程
