股票代码,股票简称,纳入时间,申万3级,l3_index_code
002825.SZ,纳尔股份,2016-11-29,其他塑料制品,850351.SI
301019.SZ,宁波色母,2021-06-22,其他塑料制品,850351.SI
300920.SZ,润阳科技,2020-12-14,其他塑料制品,850351.SI
300717.SZ,华信新材,2017-11-06,其他塑料制品,850351.SI
300243.SZ,瑞丰高材,2021-07-30,其他塑料制品,850351.SI
605008.SH,长鸿高科,2020-08-07,其他塑料制品,850351.SI
300980.SZ,祥源新材,2021-04-06,其他塑料制品,850351.SI
301591.SZ,肯特股份,2024-02-02,其他塑料制品,850351.SI
603580.SH,艾艾精工,2017-05-22,其他塑料制品,850351.SI
002108.SZ,沧州明珠,2007-01-24,其他塑料制品,850351.SI
300539.SZ,横河精密,2017-06-29,其他塑料制品,850351.SI
603150.SH,万朗磁塑,2022-01-07,其他塑料制品,850351.SI
301216.SZ,万凯新材,2022-07-29,其他塑料制品,850351.SI
603330.SH,天洋新材,2021-07-30,其他塑料制品,850351.SI
300230.SZ,永利股份,2011-01-07,其他塑料制品,850351.SI
300218.SZ,安利股份,2011-10-10,其他塑料制品,850351.SI
301090.SZ,华润材料,2022-07-29,其他塑料制品,850351.SI
300180.SZ,华峰超纤,2011-10-10,其他塑料制品,850351.SI
301196.SZ,唯科科技,2021-12-17,其他塑料制品,850351.SI
