股票代码,股票简称,纳入时间,申万3级,l3_index_code
002028.SZ,思源电气,2021-12-13,输变电设备,857381.SI
002112.SZ,三变科技,2021-12-13,输变电设备,857381.SI
002270.SZ,华明装备,2021-12-13,输变电设备,857381.SI
002358.SZ,森源电气,2021-12-13,输变电设备,857381.SI
002452.SZ,长高电气,2021-12-13,输变电设备,857381.SI
300001.SZ,特锐德,2021-12-13,输变电设备,857381.SI
300062.SZ,中能电气,2021-12-13,输变电设备,857381.SI
300423.SZ,昇辉科技,2021-12-13,输变电设备,857381.SI
300444.SZ,双杰电气,2021-12-13,输变电设备,857381.SI
301002.SZ,崧盛股份,2021-12-13,输变电设备,857381.SI
301012.SZ,扬电科技,2021-12-13,输变电设备,857381.SI
600089.SH,特变电工,2021-12-13,输变电设备,857381.SI
600192.SH,长城电工,2021-12-13,输变电设备,857381.SI
600312.SH,平高电气,2021-12-13,输变电设备,857381.SI
600379.SH,宝光股份,2021-12-13,输变电设备,857381.SI
600525.SH,长园集团,2021-12-13,输变电设备,857381.SI
600550.SH,保变电气,2021-12-13,输变电设备,857381.SI
601179.SH,中国西电,2021-12-13,输变电设备,857381.SI
688676.SH,金盘科技,2021-12-13,输变电设备,857381.SI
301120.SZ,新特电气,2022-04-19,输变电设备,857381.SI
603191.SH,望变电气,2022-04-28,输变电设备,857381.SI
603097.SH,江苏华辰,2022-05-12,输变电设备,857381.SI
301295.SZ,美硕科技,2023-06-28,输变电设备,857381.SI
603312.SH,西典新能,2024-01-11,输变电设备,857381.SI
300617.SZ,安靠智电,2024-07-31,输变电设备,857381.SI
001393.SZ,维通利,2026-05-15,输变电设备,857381.SI
000533.SZ,顺钠股份,2021-12-13,输变电设备,857381.SI
