股票代码,股票简称,纳入时间,申万3级,l3_index_code
002115.SZ,三维通信,2021-12-13,通信工程及服务,852213.SI
002544.SZ,普天科技,2021-12-13,通信工程及服务,852213.SI
002929.SZ,润建股份,2021-12-13,通信工程及服务,852213.SI
300025.SZ,华星创业,2021-12-13,通信工程及服务,852213.SI
300211.SZ,*ST亿通,2021-12-13,通信工程及服务,852213.SI
300310.SZ,宜通世纪,2021-12-13,通信工程及服务,852213.SI
300513.SZ,恒实科技,2021-12-13,通信工程及服务,852213.SI
300560.SZ,中富通,2021-12-13,通信工程及服务,852213.SI
300597.SZ,吉大通信,2021-12-13,通信工程及服务,852213.SI
600289.SH,ST信通,2021-12-13,通信工程及服务,852213.SI
603220.SH,中贝通信,2021-12-13,通信工程及服务,852213.SI
603322.SH,超讯科技,2021-12-13,通信工程及服务,852213.SI
603559.SH,中通国脉,2021-12-13,通信工程及服务,852213.SI
603206.SH,嘉环科技,2022-05-06,通信工程及服务,852213.SI
301139.SZ,*ST元道,2022-07-08,通信工程及服务,852213.SI
300603.SZ,立昂技术,2022-08-01,通信工程及服务,852213.SI
000889.SZ,中嘉博创,2021-12-13,通信工程及服务,852213.SI
