股票代码,股票简称,纳入时间,申万3级,l3_index_code
000819.SZ,岳阳兴长,2021-12-13,其他石化,859633.SI
000985.SZ,大庆华科,2021-12-13,其他石化,859633.SI
002221.SZ,东华能源,2021-12-13,其他石化,859633.SI
002408.SZ,齐翔腾达,2021-12-13,其他石化,859633.SI
002476.SZ,新叶股份,2021-12-13,其他石化,859633.SI
002986.SZ,宇新股份,2021-12-13,其他石化,859633.SI
300135.SZ,宝利国际,2021-12-13,其他石化,859633.SI
300839.SZ,博汇股份,2021-12-13,其他石化,859633.SI
600800.SH,渤海化学,2021-12-13,其他石化,859633.SI
601233.SH,桐昆股份,2021-12-13,其他石化,859633.SI
603798.SH,康普顿,2021-12-13,其他石化,859633.SI
002377.SZ,国创高新,2024-07-31,其他石化,859633.SI
300055.SZ,万邦达,2024-07-31,其他石化,859633.SI
000637.SZ,茂化实华,2021-12-13,其他石化,859633.SI
