股票代码,股票简称,纳入时间,申万3级,l3_index_code
002162.SZ,悦心健康,2021-12-13,瓷砖地板,851436.SI
002798.SZ,帝欧水华,2021-12-13,瓷砖地板,851436.SI
002918.SZ,蒙娜丽莎,2021-12-13,瓷砖地板,851436.SI
003011.SZ,海象新材,2021-12-13,瓷砖地板,851436.SI
003012.SZ,东鹏控股,2021-12-13,瓷砖地板,851436.SI
603221.SH,爱丽家居,2021-12-13,瓷砖地板,851436.SI
603226.SH,菲林格尔,2021-12-13,瓷砖地板,851436.SI
301356.SZ,天振股份,2022-11-14,瓷砖地板,851436.SI
301588.SZ,美新科技,2024-03-13,瓷砖地板,851436.SI
603725.SH,天安新材,2024-07-31,瓷砖地板,851436.SI
002631.SZ,德尔未来,2025-08-13,瓷砖地板,851436.SI
001386.SZ,马可波罗,2025-10-22,瓷砖地板,851436.SI
000910.SZ,大亚圣象,2021-12-13,瓷砖地板,851436.SI
