股票代码,股票简称,纳入时间,申万3级,l3_index_code
002415.SZ,海康威视,2021-12-13,安防设备,850702.SI
002528.SZ,*ST英飞,2021-12-13,安防设备,850702.SI
002835.SZ,同为股份,2021-12-13,安防设备,850702.SI
003004.SZ,声迅股份,2021-12-13,安防设备,850702.SI
300155.SZ,安居宝,2021-12-13,安防设备,850702.SI
300270.SZ,中威电子,2021-12-13,安防设备,850702.SI
300449.SZ,汉邦高科,2021-12-13,安防设备,850702.SI
300588.SZ,熙菱信息,2021-12-13,安防设备,850702.SI
300691.SZ,联合光电,2021-12-13,安防设备,850702.SI
300790.SZ,宇瞳光学,2021-12-13,安防设备,850702.SI
300884.SZ,狄耐克,2021-12-13,安防设备,850702.SI
301042.SZ,安联锐视,2021-12-13,安防设备,850702.SI
603508.SH,思维列控,2021-12-13,安防设备,850702.SI
605118.SH,力鼎光电,2021-12-13,安防设备,850702.SI
688619.SH,罗普特,2021-12-13,安防设备,850702.SI
301117.SZ,ST佳缘,2022-01-17,安防设备,850702.SI
300275.SZ,梅安森,2022-08-01,安防设备,850702.SI
301318.SZ,维海德,2022-08-10,安防设备,850702.SI
301330.SZ,熵基科技,2022-08-17,安防设备,850702.SI
688489.SH,三未信安,2022-12-02,安防设备,850702.SI
688475.SH,萤石网络,2022-12-28,安防设备,850702.SI
301182.SZ,凯旺科技,2024-07-31,安防设备,850702.SI
002236.SZ,大华股份,2021-12-13,安防设备,850702.SI
