股票代码,股票简称,纳入时间,申万3级,l3_index_code
002607.SZ,中公教育,2021-12-13,培训教育,859852.SI
003032.SZ,传智教育,2021-12-13,培训教育,859852.SI
300192.SZ,科德教育,2021-12-13,培训教育,859852.SI
300338.SZ,*ST开元,2021-12-13,培训教育,859852.SI
300359.SZ,全通教育,2021-12-13,培训教育,859852.SI
300688.SZ,创业黑马,2021-12-13,培训教育,859852.SI
600661.SH,昂立教育,2021-12-13,培训教育,859852.SI
600730.SH,*ST高科,2021-12-13,培训教育,859852.SI
603377.SH,ST东时,2021-12-13,培训教育,859852.SI
605098.SH,行动教育,2021-12-13,培训教育,859852.SI
300050.SZ,世纪鼎利,2026-07-02,培训教育,859852.SI
300492.SZ,华图山鼎,2026-07-02,培训教育,859852.SI
000526.SZ,学大教育,2021-12-13,培训教育,859852.SI
