股票代码,股票简称,纳入时间,申万3级,l3_index_code
002230.SZ,科大讯飞,2021-12-13,横向通用软件,851042.SI
002279.SZ,久其软件,2021-12-13,横向通用软件,851042.SI
002439.SZ,启明星辰,2021-12-13,横向通用软件,851042.SI
300036.SZ,超图软件,2021-12-13,横向通用软件,851042.SI
300311.SZ,任子行,2021-12-13,横向通用软件,851042.SI
300369.SZ,绿盟科技,2021-12-13,横向通用软件,851042.SI
300378.SZ,鼎捷数智,2021-12-13,横向通用软件,851042.SI
300454.SZ,深信服,2021-12-13,横向通用软件,851042.SI
300624.SZ,万兴科技,2021-12-13,横向通用软件,851042.SI
300768.SZ,迪普科技,2021-12-13,横向通用软件,851042.SI
600588.SH,用友网络,2021-12-13,横向通用软件,851042.SI
601360.SH,三六零,2021-12-13,横向通用软件,851042.SI
603039.SH,泛微网络,2021-12-13,横向通用软件,851042.SI
688023.SH,安恒信息,2021-12-13,横向通用软件,851042.SI
688030.SH,山石网科,2021-12-13,横向通用软件,851042.SI
688058.SH,宝兰德,2021-12-13,横向通用软件,851042.SI
688095.SH,福昕软件,2021-12-13,横向通用软件,851042.SI
688111.SH,金山办公,2021-12-13,横向通用软件,851042.SI
688168.SH,安博通,2021-12-13,横向通用软件,851042.SI
688201.SH,ST信安,2021-12-13,横向通用软件,851042.SI
688369.SH,致远互联,2021-12-13,横向通用软件,851042.SI
688561.SH,奇安信-U,2021-12-13,横向通用软件,851042.SI
300766.SZ,每日互动,2021-12-28,横向通用软件,851042.SI
688225.SH,亚信安全,2022-02-09,横向通用软件,851042.SI
301270.SZ,汉仪股份,2022-08-31,横向通用软件,851042.SI
688031.SH,星环科技,2022-10-18,横向通用软件,851042.SI
688244.SH,永信至诚,2022-10-19,横向通用软件,851042.SI
688152.SH,麒麟信安,2022-10-28,横向通用软件,851042.SI
688435.SH,英方软件,2023-01-19,横向通用软件,851042.SI
301315.SZ,威士顿,2023-06-21,横向通用软件,851042.SI
688651.SH,盛邦安全,2023-07-26,横向通用软件,851042.SI
688695.SH,中创股份,2024-03-13,横向通用软件,851042.SI
600288.SH,大恒科技,2024-07-31,横向通用软件,851042.SI
002212.SZ,天融信,2021-12-13,横向通用软件,851042.SI
