股票代码,股票简称,纳入时间,申万3级,l3_index_code
002029.SZ,七匹狼,2021-12-13,非运动服装,851329.SI
002154.SZ,报喜鸟,2021-12-13,非运动服装,851329.SI
002269.SZ,美邦服饰,2021-12-13,非运动服装,851329.SI
002494.SZ,华斯股份,2021-12-13,非运动服装,851329.SI
002563.SZ,森马服饰,2021-12-13,非运动服装,851329.SI
002569.SZ,*ST步森,2021-12-13,非运动服装,851329.SI
002612.SZ,朗姿股份,2021-12-13,非运动服装,851329.SI
002656.SZ,摩登大道,2021-12-13,非运动服装,851329.SI
002687.SZ,乔治白,2021-12-13,非运动服装,851329.SI
002762.SZ,金发拉比,2021-12-13,非运动服装,851329.SI
002832.SZ,比音勒芬,2021-12-13,非运动服装,851329.SI
002875.SZ,安奈儿,2021-12-13,非运动服装,851329.SI
003016.SZ,欣贺股份,2021-12-13,非运动服装,851329.SI
300840.SZ,酷特智能,2021-12-13,非运动服装,851329.SI
300901.SZ,中胤时尚,2021-12-13,非运动服装,851329.SI
301088.SZ,戎美股份,2021-12-13,非运动服装,851329.SI
600107.SH,*ST尔雅,2021-12-13,非运动服装,851329.SI
600177.SH,雅戈尔,2021-12-13,非运动服装,851329.SI
600398.SH,海澜之家,2021-12-13,非运动服装,851329.SI
600400.SH,红豆股份,2021-12-13,非运动服装,851329.SI
600630.SH,龙头股份,2021-12-13,非运动服装,851329.SI
601566.SH,九牧王,2021-12-13,非运动服装,851329.SI
601718.SH,ST际华,2021-12-13,非运动服装,851329.SI
603196.SH,璞源材料,2021-12-13,非运动服装,851329.SI
603518.SH,锦泓集团,2021-12-13,非运动服装,851329.SI
603587.SH,地素时尚,2021-12-13,非运动服装,851329.SI
603808.SH,歌力思,2021-12-13,非运动服装,851329.SI
603839.SH,安正时尚,2021-12-13,非运动服装,851329.SI
603877.SH,太平鸟,2021-12-13,非运动服装,851329.SI
605138.SH,盛泰集团,2021-12-13,非运动服装,851329.SI
301276.SZ,嘉曼服饰,2022-09-09,非运动服装,851329.SI
002193.SZ,ST如意,2024-07-31,非运动服装,851329.SI
002404.SZ,嘉欣丝绸,2024-07-31,非运动服装,851329.SI
002634.SZ,*ST棒杰,2024-07-31,非运动服装,851329.SI
002763.SZ,汇洁股份,2024-07-31,非运动服装,851329.SI
600137.SH,浪莎股份,2024-07-31,非运动服装,851329.SI
603511.SH,爱慕股份,2024-07-31,非运动服装,851329.SI
001209.SZ,洪兴股份,2021-12-13,非运动服装,851329.SI
