股票代码,股票简称,纳入时间,申万3级,l3_index_code
002340.SZ,格林美,2021-12-13,电池化学品,857372.SI
002709.SZ,天赐材料,2021-12-13,电池化学品,857372.SI
002759.SZ,ST天际,2021-12-13,电池化学品,857372.SI
002812.SZ,恩捷股份,2021-12-13,电池化学品,857372.SI
300035.SZ,中科电气,2021-12-13,电池化学品,857372.SI
300037.SZ,新宙邦,2021-12-13,电池化学品,857372.SI
300073.SZ,当升科技,2021-12-13,电池化学品,857372.SI
300340.SZ,科恒股份,2021-12-13,电池化学品,857372.SI
300409.SZ,道氏技术,2021-12-13,电池化学品,857372.SI
300568.SZ,星源材质,2021-12-13,电池化学品,857372.SI
300769.SZ,德方纳米,2021-12-13,电池化学品,857372.SI
300890.SZ,翔丰华,2021-12-13,电池化学品,857372.SI
300919.SZ,中伟新材,2021-12-13,电池化学品,857372.SI
600884.SH,杉杉股份,2021-12-13,电池化学品,857372.SI
603026.SH,石大胜华,2021-12-13,电池化学品,857372.SI
603659.SH,璞泰来,2021-12-13,电池化学品,857372.SI
688005.SH,容百科技,2021-12-13,电池化学品,857372.SI
688116.SH,天奈科技,2021-12-13,电池化学品,857372.SI
688148.SH,芳源股份,2021-12-13,电池化学品,857372.SI
688707.SH,振华新材,2021-12-13,电池化学品,857372.SI
688733.SH,壹石通,2021-12-13,电池化学品,857372.SI
688778.SH,厦钨新能,2021-12-13,电池化学品,857372.SI
688779.SH,五矿新能,2021-12-13,电池化学品,857372.SI
301238.SZ,瑞泰新材,2022-06-17,电池化学品,857372.SI
688353.SH,华盛锂电,2022-07-13,电池化学品,857372.SI
002125.SZ,湘潭电化,2022-08-01,电池化学品,857372.SI
002805.SZ,丰元股份,2022-08-01,电池化学品,857372.SI
301152.SZ,天力锂能,2022-08-29,电池化学品,857372.SI
301349.SZ,信德新材,2022-09-09,电池化学品,857372.SI
688275.SH,万润新能,2022-09-29,电池化学品,857372.SI
001301.SZ,尚太科技,2022-12-28,电池化学品,857372.SI
301358.SZ,湖南裕能,2023-02-09,电池化学品,857372.SI
300432.SZ,富临精工,2023-07-06,电池化学品,857372.SI
300477.SZ,ST合纵,2023-07-06,电池化学品,857372.SI
688184.SH,ST帕瓦,2023-07-06,电池化学品,857372.SI
301292.SZ,海科新源,2023-07-07,电池化学品,857372.SI
301487.SZ,盟固利,2023-08-09,电池化学品,857372.SI
300390.SZ,天华新能,2023-09-19,电池化学品,857372.SI
603906.SH,龙蟠科技,2023-09-19,电池化学品,857372.SI
000695.SZ,滨海能源,2024-07-31,电池化学品,857372.SI
002058.SZ,紫竹高科,2026-07-02,电池化学品,857372.SI
000009.SZ,中国宝安,2021-12-13,电池化学品,857372.SI
