股票代码,股票简称,纳入时间,申万3级,l3_index_code
000888.SZ,峨眉山A,2021-12-13,自然景区,852112.SI
000978.SZ,桂林旅游,2021-12-13,自然景区,852112.SI
002033.SZ,丽江股份,2021-12-13,自然景区,852112.SI
002159.SZ,三特索道,2021-12-13,自然景区,852112.SI
300859.SZ,西域旅游,2021-12-13,自然景区,852112.SI
600054.SH,黄山旅游,2021-12-13,自然景区,852112.SI
600749.SH,西藏旅游,2021-12-13,自然景区,852112.SI
603099.SH,长白山,2021-12-13,自然景区,852112.SI
603199.SH,九华旅游,2021-12-13,自然景区,852112.SI
603136.SH,天目湖,2022-08-01,自然景区,852112.SI
600576.SH,祥源文旅,2023-07-06,自然景区,852112.SI
000558.SZ,天府文旅,2025-03-10,自然景区,852112.SI
000430.SZ,张家界,2021-12-13,自然景区,852112.SI
