股票代码,股票简称,纳入时间,申万3级,l3_index_code
600581.SH,*ST八钢,2002-08-16,板材,850442.SI
600307.SH,酒钢宏兴,2000-12-20,板材,850442.SI
600019.SH,宝钢股份,2000-12-12,板材,850442.SI
000959.SZ,首钢股份,1999-12-16,板材,850442.SI
000898.SZ,鞍钢股份,1997-12-25,板材,850442.SI
600126.SH,杭钢股份,1998-03-11,板材,850442.SI
600010.SH,包钢股份,2001-02-22,板材,850442.SI
000932.SZ,华菱钢铁,1999-08-03,板材,850442.SI
000761.SZ,本钢板材,1998-01-15,板材,850442.SI
600782.SH,新钢股份,1996-12-25,板材,850442.SI
000709.SZ,河钢股份,1997-04-16,板材,850442.SI
600569.SH,安阳钢铁,2001-08-01,板材,850442.SI
600808.SH,马钢股份,1994-01-06,板材,850442.SI
601003.SH,柳钢股份,2007-02-27,板材,850442.SI
600022.SH,山东钢铁,2004-06-28,板材,850442.SI
601005.SH,重庆钢铁,2018-07-13,板材,850442.SI
