股票代码,股票简称,纳入时间,申万3级,l3_index_code
000338.SZ,潍柴动力,2021-12-13,底盘与发动机系统,850923.SI
000559.SZ,万向钱潮,2021-12-13,底盘与发动机系统,850923.SI
000570.SZ,苏常柴A,2021-12-13,底盘与发动机系统,850923.SI
000581.SZ,威孚高科,2021-12-13,底盘与发动机系统,850923.SI
000678.SZ,襄阳轴承,2021-12-13,底盘与发动机系统,850923.SI
000816.SZ,智慧农业,2021-12-13,底盘与发动机系统,850923.SI
000903.SZ,ST云动,2021-12-13,底盘与发动机系统,850923.SI
002126.SZ,银轮股份,2021-12-13,底盘与发动机系统,850923.SI
002265.SZ,建设工业,2021-12-13,底盘与发动机系统,850923.SI
002283.SZ,天润工业,2021-12-13,底盘与发动机系统,850923.SI
002284.SZ,亚太股份,2021-12-13,底盘与发动机系统,850923.SI
002363.SZ,隆基机械,2021-12-13,底盘与发动机系统,850923.SI
002406.SZ,远东传动,2021-12-13,底盘与发动机系统,850923.SI
002434.SZ,万里扬,2021-12-13,底盘与发动机系统,850923.SI
002448.SZ,中原内配,2021-12-13,底盘与发动机系统,850923.SI
002472.SZ,双环传动,2021-12-13,底盘与发动机系统,850923.SI
002536.SZ,飞龙股份,2021-12-13,底盘与发动机系统,850923.SI
002553.SZ,南方精工,2021-12-13,底盘与发动机系统,850923.SI
002590.SZ,万安科技,2021-12-13,底盘与发动机系统,850923.SI
002592.SZ,ST八菱,2021-12-13,底盘与发动机系统,850923.SI
002703.SZ,浙江世宝,2021-12-13,底盘与发动机系统,850923.SI
002708.SZ,光洋股份,2021-12-13,底盘与发动机系统,850923.SI
002715.SZ,登云股份,2021-12-13,底盘与发动机系统,850923.SI
300176.SZ,鸿特科技,2021-12-13,底盘与发动机系统,850923.SI
300258.SZ,精锻科技,2021-12-13,底盘与发动机系统,850923.SI
300375.SZ,鹏翎股份,2021-12-13,底盘与发动机系统,850923.SI
300507.SZ,苏奥传感,2021-12-13,底盘与发动机系统,850923.SI
300547.SZ,川环科技,2021-12-13,底盘与发动机系统,850923.SI
300580.SZ,贝斯特,2021-12-13,底盘与发动机系统,850923.SI
300585.SZ,奥联电子,2021-12-13,底盘与发动机系统,850923.SI
300611.SZ,美力科技,2021-12-13,底盘与发动机系统,850923.SI
300680.SZ,隆盛科技,2021-12-13,底盘与发动机系统,850923.SI
300694.SZ,蠡湖股份,2021-12-13,底盘与发动机系统,850923.SI
300733.SZ,西菱动力,2021-12-13,底盘与发动机系统,850923.SI
301007.SZ,德迈仕,2021-12-13,底盘与发动机系统,850923.SI
301020.SZ,密封科技,2021-12-13,底盘与发动机系统,850923.SI
301072.SZ,中捷精工,2021-12-13,底盘与发动机系统,850923.SI
301119.SZ,正强股份,2021-12-13,底盘与发动机系统,850923.SI
600148.SH,长春一东,2021-12-13,底盘与发动机系统,850923.SI
600178.SH,东安动力,2021-12-13,底盘与发动机系统,850923.SI
600218.SH,全柴动力,2021-12-13,底盘与发动机系统,850923.SI
600698.SH,湖南天雁,2021-12-13,底盘与发动机系统,850923.SI
600933.SH,爱柯迪,2021-12-13,底盘与发动机系统,850923.SI
600960.SH,渤海汽车,2021-12-13,底盘与发动机系统,850923.SI
601689.SH,拓普集团,2021-12-13,底盘与发动机系统,850923.SI
603009.SH,北特科技,2021-12-13,底盘与发动机系统,850923.SI
603013.SH,亚普股份,2021-12-13,底盘与发动机系统,850923.SI
603037.SH,凯众股份,2021-12-13,底盘与发动机系统,850923.SI
603040.SH,新坐标,2021-12-13,底盘与发动机系统,850923.SI
603089.SH,正裕工业,2021-12-13,底盘与发动机系统,850923.SI
603121.SH,华培动力,2021-12-13,底盘与发动机系统,850923.SI
603158.SH,腾龙股份,2021-12-13,底盘与发动机系统,850923.SI
603161.SH,科华控股,2021-12-13,底盘与发动机系统,850923.SI
603166.SH,福达股份,2021-12-13,底盘与发动机系统,850923.SI
603178.SH,圣龙股份,2021-12-13,底盘与发动机系统,850923.SI
603286.SH,日盈电子,2021-12-13,底盘与发动机系统,850923.SI
603305.SH,旭升集团,2021-12-13,底盘与发动机系统,850923.SI
603319.SH,美湖股份,2021-12-13,底盘与发动机系统,850923.SI
603586.SH,金麒麟,2021-12-13,底盘与发动机系统,850923.SI
603596.SH,伯特利,2021-12-13,底盘与发动机系统,850923.SI
603701.SH,德宏股份,2021-12-13,底盘与发动机系统,850923.SI
603758.SH,秦安股份,2021-12-13,底盘与发动机系统,850923.SI
603767.SH,中马传动,2021-12-13,底盘与发动机系统,850923.SI
603788.SH,宁波高发,2021-12-13,底盘与发动机系统,850923.SI
603809.SH,豪能股份,2021-12-13,底盘与发动机系统,850923.SI
603926.SH,铁流股份,2021-12-13,底盘与发动机系统,850923.SI
603949.SH,雪龙集团,2021-12-13,底盘与发动机系统,850923.SI
603950.SH,长源东谷,2021-12-13,底盘与发动机系统,850923.SI
603982.SH,泉峰汽车,2021-12-13,底盘与发动机系统,850923.SI
605088.SH,冠盛股份,2021-12-13,底盘与发动机系统,850923.SI
605133.SH,嵘泰股份,2021-12-13,底盘与发动机系统,850923.SI
605255.SH,天普股份,2021-12-13,底盘与发动机系统,850923.SI
688280.SH,精进电动,2021-12-13,底盘与发动机系统,850923.SI
000981.SZ,山子高科,2022-08-01,底盘与发动机系统,850923.SI
301192.SZ,泰祥股份,2022-08-11,底盘与发动机系统,850923.SI
001380.SZ,华纬科技,2023-05-16,底盘与发动机系统,850923.SI
001282.SZ,三联锻造,2023-05-24,底盘与发动机系统,850923.SI
301225.SZ,恒勃股份,2023-06-16,底盘与发动机系统,850923.SI
301170.SZ,锡南科技,2023-06-27,底盘与发动机系统,850923.SI
301397.SZ,溯联股份,2023-06-28,底盘与发动机系统,850923.SI
002806.SZ,华锋股份,2023-07-06,底盘与发动机系统,850923.SI
600841.SH,动力新科,2023-07-06,底盘与发动机系统,850923.SI
603107.SH,上海汽配,2023-11-01,底盘与发动机系统,850923.SI
301550.SZ,斯菱智驱,2024-07-31,底盘与发动机系统,850923.SI
301229.SZ,纽泰格,2024-11-19,底盘与发动机系统,850923.SI
301560.SZ,众捷股份,2025-04-25,底盘与发动机系统,850923.SI
001285.SZ,瑞立科密,2025-09-30,底盘与发动机系统,850923.SI
