股票代码,股票简称,纳入时间,申万3级,l3_index_code
000426.SZ,兴业银锡,2021-12-13,铅锌,850553.SI
000603.SZ,盛达资源,2021-12-13,铅锌,850553.SI
000751.SZ,锌业股份,2021-12-13,铅锌,850553.SI
000758.SZ,中色股份,2021-12-13,铅锌,850553.SI
002114.SZ,罗平锌电,2021-12-13,铅锌,850553.SI
600338.SH,西藏珠峰,2021-12-13,铅锌,850553.SI
600497.SH,驰宏锌锗,2021-12-13,铅锌,850553.SI
600531.SH,豫光金铅,2021-12-13,铅锌,850553.SI
600961.SH,株冶集团,2021-12-13,铅锌,850553.SI
603132.SH,金徽股份,2022-02-22,铅锌,850553.SI
601020.SH,华钰矿业,2022-08-01,铅锌,850553.SI
000060.SZ,中金岭南,2021-12-13,铅锌,850553.SI
