股票代码,股票简称,纳入时间,申万3级,l3_index_code
002222.SZ,福晶科技,2021-12-13,光学元件,850833.SI
002273.SZ,水晶光电,2021-12-13,光学元件,850833.SI
002456.SZ,欧菲光,2021-12-13,光学元件,850833.SI
002962.SZ,五方光电,2021-12-13,光学元件,850833.SI
003015.SZ,日久光电,2021-12-13,光学元件,850833.SI
300566.SZ,激智科技,2021-12-13,光学元件,850833.SI
300701.SZ,森霸传感,2021-12-13,光学元件,850833.SI
600071.SH,凤凰光学,2021-12-13,光学元件,850833.SI
603297.SH,永新光学,2021-12-13,光学元件,850833.SI
605588.SH,冠石科技,2021-12-13,光学元件,850833.SI
688010.SH,福光股份,2021-12-13,光学元件,850833.SI
688079.SH,美迪凯,2021-12-13,光学元件,850833.SI
688127.SH,蓝特光学,2021-12-13,光学元件,850833.SI
688195.SH,腾景科技,2021-12-13,光学元件,850833.SI
301183.SZ,东田微,2022-05-24,光学元件,850833.SI
688322.SH,奥比中光,2022-07-12,光学元件,850833.SI
300331.SZ,苏大维格,2022-08-01,光学元件,850833.SI
688502.SH,茂莱光学,2023-03-09,光学元件,850833.SI
001373.SZ,翔腾新材,2023-06-01,光学元件,850833.SI
301421.SZ,波长光电,2023-08-23,光学元件,850833.SI
300489.SZ,光智科技,2024-06-04,光学元件,850833.SI
688378.SH,奥来德,2024-07-31,光学元件,850833.SI
301479.SZ,弘景光电,2025-03-18,光学元件,850833.SI
688307.SH,中润光学,2026-07-02,光学元件,850833.SI
002036.SZ,联创电子,2021-12-13,光学元件,850833.SI
