股票代码,股票简称,纳入时间,申万3级,l3_index_code
301003.SZ,江苏博云,2021-05-21,改性塑料,850353.SI
688669.SH,聚石化学,2021-01-08,改性塑料,850353.SI
301538.SZ,骏鼎达,2024-03-01,改性塑料,850353.SI
301686.SZ,,2026-09-12,改性塑料,850353.SI
600143.SH,金发科技,2011-01-10,改性塑料,850353.SI
300586.SZ,美联新材,2021-07-30,改性塑料,850353.SI
300538.SZ,同益股份,2016-08-23,改性塑料,850353.SI
300478.SZ,杭州高新,2021-07-30,改性塑料,850353.SI
300644.SZ,南京聚隆,2018-01-29,改性塑料,850353.SI
688219.SH,会通股份,2020-10-29,改性塑料,850353.SI
002886.SZ,沃特股份,2017-06-20,改性塑料,850353.SI
300834.SZ,星辉环材,2022-07-29,改性塑料,850353.SI
301131.SZ,聚赛龙,2022-03-04,改性塑料,850353.SI
002324.SZ,普利特,2011-01-10,改性塑料,850353.SI
300995.SZ,奇德新材,2021-05-12,改性塑料,850353.SI
002838.SZ,道恩股份,2016-12-19,改性塑料,850353.SI
300221.SZ,银禧科技,2011-10-10,改性塑料,850353.SI
688203.SH,海正生材,2022-08-05,改性塑料,850353.SI
002768.SZ,国恩股份,2015-01-19,改性塑料,850353.SI
