股票代码,股票简称,纳入时间,申万3级,l3_index_code
000564.SZ,供销大集,2021-12-13,百货,852031.SI
000715.SZ,中兴商业,2021-12-13,百货,852031.SI
002187.SZ,广百股份,2021-12-13,百货,852031.SI
002277.SZ,友阿股份,2021-12-13,百货,852031.SI
002419.SZ,天虹股份,2021-12-13,百货,852031.SI
002561.SZ,徐家汇,2021-12-13,百货,852031.SI
600280.SH,中央商场,2021-12-13,百货,852031.SI
600628.SH,新世界,2021-12-13,百货,852031.SI
600693.SH,东百集团,2021-12-13,百货,852031.SI
600712.SH,南宁百货,2021-12-13,百货,852031.SI
600814.SH,杭州解百,2021-12-13,百货,852031.SI
600828.SH,茂业商业,2021-12-13,百货,852031.SI
600857.SH,宁波中百,2021-12-13,百货,852031.SI
600859.SH,王府井,2021-12-13,百货,852031.SI
600865.SH,百大集团,2021-12-13,百货,852031.SI
601086.SH,国芳集团,2021-12-13,百货,852031.SI
603123.SH,翠微股份,2021-12-13,百货,852031.SI
000679.SZ,大连友谊,2022-08-01,百货,852031.SI
600327.SH,大东方,2023-07-06,百货,852031.SI
000501.SZ,武商集团,2021-12-13,百货,852031.SI
