股票代码,股票简称,纳入时间,申万3级,l3_index_code
002356.SZ,鹏飞绿能,2021-12-13,多业态零售,852033.SI
600694.SH,大商股份,2021-12-13,多业态零售,852033.SI
600697.SH,欧亚集团,2021-12-13,多业态零售,852033.SI
600729.SH,重百集团,2021-12-13,多业态零售,852033.SI
600778.SH,友好集团,2021-12-13,多业态零售,852033.SI
600785.SH,新华百货,2021-12-13,多业态零售,852033.SI
600824.SH,益民集团,2021-12-13,多业态零售,852033.SI
600827.SH,百联股份,2021-12-13,多业态零售,852033.SI
600838.SH,上海九百,2021-12-13,多业态零售,852033.SI
600858.SH,银座股份,2021-12-13,多业态零售,852033.SI
601010.SH,ST文峰,2021-12-13,多业态零售,852033.SI
601366.SH,利群股份,2021-12-13,多业态零售,852033.SI
000417.SZ,合百集团,2023-07-06,多业态零售,852033.SI
603101.SH,汇嘉时代,2023-07-06,多业态零售,852033.SI
000419.SZ,通程控股,2021-12-13,多业态零售,852033.SI
