股票代码,股票简称,纳入时间,申万3级,l3_index_code
002076.SZ,星光股份,2021-12-13,照明设备Ⅲ,851151.SI
002723.SZ,小崧股份,2021-12-13,照明设备Ⅲ,851151.SI
300625.SZ,三雄极光,2021-12-13,照明设备Ⅲ,851151.SI
600261.SH,阳光照明,2021-12-13,照明设备Ⅲ,851151.SI
603303.SH,得邦照明,2021-12-13,照明设备Ⅲ,851151.SI
603515.SH,欧普照明,2021-12-13,照明设备Ⅲ,851151.SI
605365.SH,立达信,2021-12-13,照明设备Ⅲ,851151.SI
301362.SZ,民爆光电,2023-08-04,照明设备Ⅲ,851151.SI
001326.SZ,联域股份,2023-11-09,照明设备Ⅲ,851151.SI
002638.SZ,勤上股份,2024-07-31,照明设备Ⅲ,851151.SI
002724.SZ,海洋王,2024-07-31,照明设备Ⅲ,851151.SI
000541.SZ,佛山照明,2021-12-13,照明设备Ⅲ,851151.SI
