股票代码,股票简称,纳入时间,申万3级,l3_index_code
002441.SZ,众业达,2021-12-13,配电设备,857382.SI
002706.SZ,良信股份,2021-12-13,配电设备,857382.SI
002927.SZ,泰永长征,2021-12-13,配电设备,857382.SI
300141.SZ,和顺电气,2021-12-13,配电设备,857382.SI
300283.SZ,温州宏丰,2021-12-13,配电设备,857382.SI
300670.SZ,大烨智能,2021-12-13,配电设备,857382.SI
300932.SZ,三友联众,2021-12-13,配电设备,857382.SI
600468.SH,百利电气,2021-12-13,配电设备,857382.SI
601616.SH,广电电气,2021-12-13,配电设备,857382.SI
601877.SH,正泰电器,2021-12-13,配电设备,857382.SI
603016.SH,新宏泰,2021-12-13,配电设备,857382.SI
603829.SH,洛凯股份,2021-12-13,配电设备,857382.SI
603861.SH,白云电器,2021-12-13,配电设备,857382.SI
605066.SH,天正电气,2021-12-13,配电设备,857382.SI
688517.SH,金冠电气,2021-12-13,配电设备,857382.SI
603070.SH,万控智造,2022-03-10,配电设备,857382.SI
002346.SZ,柘中股份,2022-08-01,配电设备,857382.SI
601567.SH,三星电气,2022-08-01,配电设备,857382.SI
301388.SZ,欣灵电气,2022-11-09,配电设备,857382.SI
301361.SZ,众智科技,2022-11-16,配电设备,857382.SI
301386.SZ,未来电器,2023-03-28,配电设备,857382.SI
301291.SZ,明阳电气,2023-06-30,配电设备,857382.SI
002168.SZ,ST惠程,2023-07-06,配电设备,857382.SI
301668.SZ,昊创瑞通,2025-09-26,配电设备,857382.SI
002350.SZ,北京科锐,2021-12-13,配电设备,857382.SI
