股票代码,股票简称,纳入时间,申万3级,l3_index_code
000006.SZ,深振业A,2021-12-13,住宅开发,851811.SI
000011.SZ,深物业A,2021-12-13,住宅开发,851811.SI
000014.SZ,沙河股份,2021-12-13,住宅开发,851811.SI
000029.SZ,深深房A,2021-12-13,住宅开发,851811.SI
000036.SZ,华联控股,2021-12-13,住宅开发,851811.SI
000042.SZ,中洲控股,2021-12-13,住宅开发,851811.SI
000090.SZ,天健集团,2021-12-13,住宅开发,851811.SI
000514.SZ,渝开发,2021-12-13,住宅开发,851811.SI
000517.SZ,荣安地产,2021-12-13,住宅开发,851811.SI
000573.SZ,粤宏远A,2021-12-13,住宅开发,851811.SI
000609.SZ,*ST中迪,2021-12-13,住宅开发,851811.SI
000620.SZ,盈新发展,2021-12-13,住宅开发,851811.SI
000656.SZ,金科股份,2021-12-13,住宅开发,851811.SI
000718.SZ,苏宁环球,2021-12-13,住宅开发,851811.SI
000736.SZ,中交发展,2021-12-13,住宅开发,851811.SI
000797.SZ,中国武夷,2021-12-13,住宅开发,851811.SI
000838.SZ,*ST发展,2021-12-13,住宅开发,851811.SI
000863.SZ,三湘印象,2021-12-13,住宅开发,851811.SI
000897.SZ,津滨发展,2021-12-13,住宅开发,851811.SI
000909.SZ,*ST数源,2021-12-13,住宅开发,851811.SI
000926.SZ,福星股份,2021-12-13,住宅开发,851811.SI
000965.SZ,天保基建,2021-12-13,住宅开发,851811.SI
002016.SZ,世荣兆业,2021-12-13,住宅开发,851811.SI
002133.SZ,广宇集团,2021-12-13,住宅开发,851811.SI
002146.SZ,荣盛发展,2021-12-13,住宅开发,851811.SI
002208.SZ,合肥城建,2021-12-13,住宅开发,851811.SI
002244.SZ,滨江集团,2021-12-13,住宅开发,851811.SI
002314.SZ,南山控股,2021-12-13,住宅开发,851811.SI
600048.SH,保利发展,2021-12-13,住宅开发,851811.SI
600064.SH,南京高科,2021-12-13,住宅开发,851811.SI
600094.SH,大名城,2021-12-13,住宅开发,851811.SI
600159.SH,大龙地产,2021-12-13,住宅开发,851811.SI
600162.SH,香江控股,2021-12-13,住宅开发,851811.SI
600173.SH,卧龙新能,2021-12-13,住宅开发,851811.SI
600208.SH,衢州发展,2021-12-13,住宅开发,851811.SI
600246.SH,万通发展,2021-12-13,住宅开发,851811.SI
600266.SH,城建发展,2021-12-13,住宅开发,851811.SI
600322.SH,津投城开,2021-12-13,住宅开发,851811.SI
600325.SH,华发股份,2021-12-13,住宅开发,851811.SI
600376.SH,首开股份,2021-12-13,住宅开发,851811.SI
600383.SH,金地集团,2021-12-13,住宅开发,851811.SI
600503.SH,华丽家族,2021-12-13,住宅开发,851811.SI
600510.SH,黑牡丹,2021-12-13,住宅开发,851811.SI
600533.SH,栖霞建设,2021-12-13,住宅开发,851811.SI
600606.SH,绿地控股,2021-12-13,住宅开发,851811.SI
600622.SH,光大嘉宝,2021-12-13,住宅开发,851811.SI
600638.SH,新黄浦,2021-12-13,住宅开发,851811.SI
600649.SH,城投控股,2021-12-13,住宅开发,851811.SI
600657.SH,信达地产,2021-12-13,住宅开发,851811.SI
600665.SH,天地源,2021-12-13,住宅开发,851811.SI
600675.SH,中华企业,2021-12-13,住宅开发,851811.SI
600683.SH,京投发展,2021-12-13,住宅开发,851811.SI
600692.SH,亚通股份,2021-12-13,住宅开发,851811.SI
600708.SH,光明地产,2021-12-13,住宅开发,851811.SI
600716.SH,凤凰股份,2021-12-13,住宅开发,851811.SI
600736.SH,苏州高新,2021-12-13,住宅开发,851811.SI
600748.SH,上实发展,2021-12-13,住宅开发,851811.SI
600773.SH,西藏城投,2021-12-13,住宅开发,851811.SI
600791.SH,京能置业,2021-12-13,住宅开发,851811.SI
601588.SH,北辰实业,2021-12-13,住宅开发,851811.SI
600515.SH,海南机场,2023-07-06,住宅开发,851811.SI
000668.SZ,荣丰控股,2024-07-31,住宅开发,851811.SI
000002.SZ,万科A,2021-12-13,住宅开发,851811.SI
