股票代码,股票简称,纳入时间,申万3级,l3_index_code
000756.SZ,新华制药,2021-12-13,原料药,851511.SI
000952.SZ,广济药业,2021-12-13,原料药,851511.SI
002099.SZ,海翔药业,2021-12-13,原料药,851511.SI
002102.SZ,ST能特,2021-12-13,原料药,851511.SI
002365.SZ,永安药业,2021-12-13,原料药,851511.SI
300267.SZ,尔康制药,2021-12-13,原料药,851511.SI
300381.SZ,溢多利,2021-12-13,原料药,851511.SI
300401.SZ,花园生物,2021-12-13,原料药,851511.SI
300452.SZ,山河药辅,2021-12-13,原料药,851511.SI
300497.SZ,富祥股份,2021-12-13,原料药,851511.SI
300583.SZ,赛托生物,2021-12-13,原料药,851511.SI
300636.SZ,同和药业,2021-12-13,原料药,851511.SI
300702.SZ,天宇股份,2021-12-13,原料药,851511.SI
300765.SZ,石药创新,2021-12-13,原料药,851511.SI
300966.SZ,共同药业,2021-12-13,原料药,851511.SI
301089.SZ,拓新药业,2021-12-13,原料药,851511.SI
301211.SZ,亨迪药业,2021-12-13,原料药,851511.SI
600216.SH,浙江医药,2021-12-13,原料药,851511.SI
603229.SH,奥翔药业,2021-12-13,原料药,851511.SI
603351.SH,威尔药业,2021-12-13,原料药,851511.SI
603520.SH,司太立,2021-12-13,原料药,851511.SI
603538.SH,美诺华,2021-12-13,原料药,851511.SI
605116.SH,奥锐特,2021-12-13,原料药,851511.SI
605177.SH,东亚药业,2021-12-13,原料药,851511.SI
605507.SH,国邦医药,2021-12-13,原料药,851511.SI
688356.SH,键凯科技,2021-12-13,原料药,851511.SI
688690.SH,纳微科技,2021-12-13,原料药,851511.SI
301258.SZ,富士莱,2022-03-29,原料药,851511.SI
000953.SZ,中哲精化,2022-08-01,原料药,851511.SI
002332.SZ,仙琚制药,2022-08-01,原料药,851511.SI
002817.SZ,黄山胶囊,2022-08-01,原料药,851511.SI
301065.SZ,本立科技,2022-08-01,原料药,851511.SI
600488.SH,津药药业,2022-08-01,原料药,851511.SI
688166.SH,博瑞医药,2022-08-01,原料药,851511.SI
301277.SZ,新天地,2022-11-16,原料药,851511.SI
301246.SZ,宏源药业,2023-03-20,原料药,851511.SI
301281.SZ,科源制药,2023-04-04,原料药,851511.SI
001367.SZ,海森药业,2023-04-10,原料药,851511.SI
301301.SZ,川宁生物,2024-07-31,原料药,851511.SI
688076.SH,ST诺泰,2024-12-24,原料药,851511.SI
688758.SH,赛分科技,2025-01-13,原料药,851511.SI
000739.SZ,普洛药业,2021-12-13,原料药,851511.SI
