股票代码,股票简称,纳入时间,申万3级,l3_index_code
600935.SH,华塑股份,2021-11-12,氯碱,850322.SI
000510.SZ,新金路,1993-05-07,氯碱,850322.SI
601678.SH,滨化股份,2019-07-24,氯碱,850322.SI
000635.SZ,英力特,2007-07-02,氯碱,850322.SI
603213.SH,镇洋发展,2021-10-29,氯碱,850322.SI
002386.SZ,天原股份,2010-01-22,氯碱,850322.SI
600075.SH,新疆天业,2008-01-02,氯碱,850322.SI
000818.SZ,航锦科技,2017-06-29,氯碱,850322.SI
601216.SH,君正集团,2011-01-10,氯碱,850322.SI
002092.SZ,中泰化学,2006-12-07,氯碱,850322.SI
600618.SH,氯碱化工,1992-11-13,氯碱,850322.SI
600319.SH,亚星化学,2019-07-24,氯碱,850322.SI
002748.SZ,世龙实业,2021-07-30,氯碱,850322.SI
601568.SH,北元化工,2020-09-24,氯碱,850322.SI
