股票代码,股票简称,纳入时间,申万3级,l3_index_code
000892.SZ,欢瑞世纪,2021-12-13,影视动漫制作,857661.SI
002292.SZ,奥飞娱乐,2021-12-13,影视动漫制作,857661.SI
002343.SZ,慈文传媒,2021-12-13,影视动漫制作,857661.SI
300027.SZ,ST华谊,2021-12-13,影视动漫制作,857661.SI
300133.SZ,华策影视,2021-12-13,影视动漫制作,857661.SI
300182.SZ,捷成股份,2021-12-13,影视动漫制作,857661.SI
300251.SZ,光线传媒,2021-12-13,影视动漫制作,857661.SI
300291.SZ,百纳千成,2021-12-13,影视动漫制作,857661.SI
300426.SZ,华智数媒,2021-12-13,影视动漫制作,857661.SI
600977.SH,中国电影,2021-12-13,影视动漫制作,857661.SI
601595.SH,上海电影,2021-12-13,影视动漫制作,857661.SI
603721.SH,中广天择,2021-12-13,影视动漫制作,857661.SI
600088.SH,中视传媒,2022-08-01,影视动漫制作,857661.SI
001330.SZ,博纳影业,2022-08-18,影视动漫制作,857661.SI
000802.SZ,北京文化,2021-12-13,影视动漫制作,857661.SI
