股票代码,股票简称,纳入时间,申万3级,l3_index_code
002055.SZ,ST得润,2021-12-13,消费电子零部件及组装,850854.SI
002139.SZ,拓邦股份,2021-12-13,消费电子零部件及组装,850854.SI
002241.SZ,歌尔股份,2021-12-13,消费电子零部件及组装,850854.SI
002369.SZ,卓翼科技,2021-12-13,消费电子零部件及组装,850854.SI
002475.SZ,立讯精密,2021-12-13,消费电子零部件及组装,850854.SI
002600.SZ,领益智造,2021-12-13,消费电子零部件及组装,850854.SI
002635.SZ,安洁科技,2021-12-13,消费电子零部件及组装,850854.SI
002655.SZ,共达电声,2021-12-13,消费电子零部件及组装,850854.SI
002660.SZ,茂硕电源,2021-12-13,消费电子零部件及组装,850854.SI
002681.SZ,奋达科技,2021-12-13,消费电子零部件及组装,850854.SI
002855.SZ,捷荣技术,2021-12-13,消费电子零部件及组装,850854.SI
002861.SZ,瀛通通讯,2021-12-13,消费电子零部件及组装,850854.SI
002866.SZ,传艺科技,2021-12-13,消费电子零部件及组装,850854.SI
002925.SZ,盈趣科技,2021-12-13,消费电子零部件及组装,850854.SI
002947.SZ,恒铭达,2021-12-13,消费电子零部件及组装,850854.SI
002981.SZ,朝阳科技,2021-12-13,消费电子零部件及组装,850854.SI
002993.SZ,奥海科技,2021-12-13,消费电子零部件及组装,850854.SI
300032.SZ,金龙机电,2021-12-13,消费电子零部件及组装,850854.SI
300115.SZ,长盈精密,2021-12-13,消费电子零部件及组装,850854.SI
300136.SZ,信维通信,2021-12-13,消费电子零部件及组装,850854.SI
300256.SZ,星星科技,2021-12-13,消费电子零部件及组装,850854.SI
300322.SZ,硕贝德,2021-12-13,消费电子零部件及组装,850854.SI
300433.SZ,蓝思科技,2021-12-13,消费电子零部件及组装,850854.SI
300602.SZ,飞荣达,2021-12-13,消费电子零部件及组装,850854.SI
300647.SZ,超频三,2021-12-13,消费电子零部件及组装,850854.SI
300679.SZ,电连技术,2021-12-13,消费电子零部件及组装,850854.SI
300686.SZ,智动力,2021-12-13,消费电子零部件及组装,850854.SI
300709.SZ,精研科技,2021-12-13,消费电子零部件及组装,850854.SI
300735.SZ,光弘科技,2021-12-13,消费电子零部件及组装,850854.SI
300787.SZ,海能实业,2021-12-13,消费电子零部件及组装,850854.SI
300793.SZ,佳禾智能,2021-12-13,消费电子零部件及组装,850854.SI
300822.SZ,贝仕达克,2021-12-13,消费电子零部件及组装,850854.SI
300843.SZ,胜蓝股份,2021-12-13,消费电子零部件及组装,850854.SI
300857.SZ,协创数据,2021-12-13,消费电子零部件及组装,850854.SI
300916.SZ,朗特智能,2021-12-13,消费电子零部件及组装,850854.SI
300951.SZ,博硕科技,2021-12-13,消费电子零部件及组装,850854.SI
300956.SZ,英力股份,2021-12-13,消费电子零部件及组装,850854.SI
