股票代码,股票简称,纳入时间,申万3级,l3_index_code
001288.SZ,运机集团,2021-12-13,能源及重型设备,850725.SI
002204.SZ,大连重工,2021-12-13,能源及重型设备,850725.SI
002278.SZ,神开股份,2021-12-13,能源及重型设备,850725.SI
002353.SZ,杰瑞股份,2021-12-13,能源及重型设备,850725.SI
002483.SZ,润邦股份,2021-12-13,能源及重型设备,850725.SI
002490.SZ,山东墨龙,2021-12-13,能源及重型设备,850725.SI
002523.SZ,天桥起重,2021-12-13,能源及重型设备,850725.SI
002526.SZ,山东矿机,2021-12-13,能源及重型设备,850725.SI
002535.SZ,林州重机,2021-12-13,能源及重型设备,850725.SI
002667.SZ,*ST威领,2021-12-13,能源及重型设备,850725.SI
002691.SZ,*ST冀凯,2021-12-13,能源及重型设备,850725.SI
002730.SZ,电光科技,2021-12-13,能源及重型设备,850725.SI
300084.SZ,海默科技,2021-12-13,能源及重型设备,850725.SI
300099.SZ,尤洛卡,2021-12-13,能源及重型设备,850725.SI
300480.SZ,光力科技,2021-12-13,能源及重型设备,850725.SI
300837.SZ,浙矿股份,2021-12-13,能源及重型设备,850725.SI
300865.SZ,大宏立,2021-12-13,能源及重型设备,850725.SI
300950.SZ,德固特,2021-12-13,能源及重型设备,850725.SI
600169.SH,ST太重,2021-12-13,能源及重型设备,850725.SI
600262.SH,北方股份,2021-12-13,能源及重型设备,850725.SI
600320.SH,振华重工,2021-12-13,能源及重型设备,850725.SI
600560.SH,金自天正,2021-12-13,能源及重型设备,850725.SI
600582.SH,天地科技,2021-12-13,能源及重型设备,850725.SI
601106.SH,中国一重,2021-12-13,能源及重型设备,850725.SI
601399.SH,国机重装,2021-12-13,能源及重型设备,850725.SI
601608.SH,中信重工,2021-12-13,能源及重型设备,850725.SI
601717.SH,中创智领,2021-12-13,能源及重型设备,850725.SI
601798.SH,蓝科高新,2021-12-13,能源及重型设备,850725.SI
603012.SH,创力集团,2021-12-13,能源及重型设备,850725.SI
603036.SH,如通股份,2021-12-13,能源及重型设备,850725.SI
603169.SH,兰石重装,2021-12-13,能源及重型设备,850725.SI
603698.SH,航天工程,2021-12-13,能源及重型设备,850725.SI
603800.SH,洪田股份,2021-12-13,能源及重型设备,850725.SI
603966.SH,法兰泰克,2021-12-13,能源及重型设备,850725.SI
688121.SH,*ST卓然,2021-12-13,能源及重型设备,850725.SI
688377.SH,迪威尔,2021-12-13,能源及重型设备,850725.SI
688633.SH,星球石墨,2021-12-13,能源及重型设备,850725.SI
301158.SZ,德石股份,2022-01-17,能源及重型设备,850725.SI
300095.SZ,华伍股份,2022-08-01,能源及重型设备,850725.SI
001332.SZ,锡装股份,2022-09-20,能源及重型设备,850725.SI
001225.SZ,和泰机电,2023-02-22,能源及重型设备,850725.SI
001360.SZ,南矿集团,2023-04-10,能源及重型设备,850725.SI
603135.SH,中重科技,2023-04-10,能源及重型设备,850725.SI
603173.SH,福斯达,2023-07-06,能源及重型设备,850725.SI
603325.SH,博隆技术,2024-01-10,能源及重型设备,850725.SI
300092.SZ,科新机电,2024-07-31,能源及重型设备,850725.SI
301063.SZ,海锅股份,2024-07-31,能源及重型设备,850725.SI
600980.SH,北矿科技,2024-07-31,能源及重型设备,850725.SI
601369.SH,陕鼓动力,2024-07-31,能源及重型设备,850725.SI
603391.SH,力聚热能,2024-07-31,能源及重型设备,850725.SI
688420.SH,美腾科技,2024-07-31,能源及重型设备,850725.SI
001277.SZ,速达股份,2024-09-03,能源及重型设备,850725.SI
301601.SZ,惠通科技,2025-01-15,能源及重型设备,850725.SI
002564.SZ,天沃科技,2026-07-02,能源及重型设备,850725.SI
300435.SZ,中泰股份,2026-07-02,能源及重型设备,850725.SI
600397.SH,江钨装备,2026-07-02,能源及重型设备,850725.SI
000852.SZ,石化机械,2021-12-13,能源及重型设备,850725.SI
