股票代码,股票简称,纳入时间,申万3级,l3_index_code
002235.SZ,安妮股份,2021-12-13,特种纸,851413.SI
002521.SZ,齐峰新材,2021-12-13,特种纸,851413.SI
600103.SH,青山纸业,2021-12-13,特种纸,851413.SI
600235.SH,民丰特纸,2021-12-13,特种纸,851413.SI
600356.SH,恒丰纸业,2021-12-13,特种纸,851413.SI
600433.SH,冠豪高新,2021-12-13,特种纸,851413.SI
600793.SH,宜宾纸业,2021-12-13,特种纸,851413.SI
603733.SH,仙鹤股份,2021-12-13,特种纸,851413.SI
605007.SH,五洲特纸,2021-12-13,特种纸,851413.SI
605377.SH,华旺科技,2021-12-13,特种纸,851413.SI
301469.SZ,恒达新材,2023-08-22,特种纸,851413.SI
002012.SZ,凯恩股份,2021-12-13,特种纸,851413.SI
