股票代码,股票简称,纳入时间,申万3级,l3_index_code
000967.SZ,盈峰环境,2021-12-13,环保设备Ⅲ,859721.SI
002645.SZ,华宏科技,2021-12-13,环保设备Ⅲ,859721.SI
002658.SZ,雪迪龙,2021-12-13,环保设备Ⅲ,859721.SI
300137.SZ,先河环保,2021-12-13,环保设备Ⅲ,859721.SI
300210.SZ,森远股份,2021-12-13,环保设备Ⅲ,859721.SI
300631.SZ,久吾高科,2021-12-13,环保设备Ⅲ,859721.SI
300786.SZ,国林科技,2021-12-13,环保设备Ⅲ,859721.SI
300800.SZ,力合科技,2021-12-13,环保设备Ⅲ,859721.SI
301081.SZ,严牌股份,2021-12-13,环保设备Ⅲ,859721.SI
600526.SH,菲达环保,2021-12-13,环保设备Ⅲ,859721.SI
603324.SH,盛剑科技,2021-12-13,环保设备Ⅲ,859721.SI
688309.SH,恒誉科技,2021-12-13,环保设备Ⅲ,859721.SI
688501.SH,青达环保,2021-12-13,环保设备Ⅲ,859721.SI
301288.SZ,清研环境,2022-04-22,环保设备Ⅲ,859721.SI
001336.SZ,楚环科技,2022-07-25,环保设备Ⅲ,859721.SI
000890.SZ,法尔胜,2022-08-01,环保设备Ⅲ,859721.SI
300203.SZ,聚光科技,2022-08-01,环保设备Ⅲ,859721.SI
600388.SH,紫金龙净,2022-08-01,环保设备Ⅲ,859721.SI
600817.SH,宇通重工,2022-08-01,环保设备Ⅲ,859721.SI
688376.SH,美埃科技,2022-11-18,环保设备Ⅲ,859721.SI
603282.SH,亚光股份,2023-03-15,环保设备Ⅲ,859721.SI
688671.SH,碧兴物联,2023-08-09,环保设备Ⅲ,859721.SI
000820.SZ,神雾节能,2024-07-31,环保设备Ⅲ,859721.SI
603126.SH,中材节能,2024-07-31,环保设备Ⅲ,859721.SI
300105.SZ,龙源技术,2025-05-13,环保设备Ⅲ,859721.SI
000551.SZ,创元科技,2021-12-13,环保设备Ⅲ,859721.SI
