股票代码,股票简称,纳入时间,申万3级,l3_index_code
002425.SZ,凯撒文化,2021-12-13,游戏Ⅲ,857641.SI
002517.SZ,恺英网络,2021-12-13,游戏Ⅲ,857641.SI
002555.SZ,三七互娱,2021-12-13,游戏Ⅲ,857641.SI
002558.SZ,巨人网络,2021-12-13,游戏Ⅲ,857641.SI
002602.SZ,世纪华通,2021-12-13,游戏Ⅲ,857641.SI
002605.SZ,姚记科技,2021-12-13,游戏Ⅲ,857641.SI
002624.SZ,完美世界,2021-12-13,游戏Ⅲ,857641.SI
300002.SZ,神州泰岳,2021-12-13,游戏Ⅲ,857641.SI
300031.SZ,宝通科技,2021-12-13,游戏Ⅲ,857641.SI
300043.SZ,星辉娱乐,2021-12-13,游戏Ⅲ,857641.SI
300052.SZ,中青宝,2021-12-13,游戏Ⅲ,857641.SI
300113.SZ,顺网科技,2021-12-13,游戏Ⅲ,857641.SI
300299.SZ,富春股份,2021-12-13,游戏Ⅲ,857641.SI
300315.SZ,掌趣科技,2021-12-13,游戏Ⅲ,857641.SI
300418.SZ,昆仑万维,2021-12-13,游戏Ⅲ,857641.SI
300459.SZ,汤姆猫,2021-12-13,游戏Ⅲ,857641.SI
300467.SZ,迅游科技,2021-12-13,游戏Ⅲ,857641.SI
300494.SZ,盛天网络,2021-12-13,游戏Ⅲ,857641.SI
300533.SZ,冰川网络,2021-12-13,游戏Ⅲ,857641.SI
600633.SH,浙数文化,2021-12-13,游戏Ⅲ,857641.SI
600715.SH,文投控股,2021-12-13,游戏Ⅲ,857641.SI
600892.SH,大晟文化,2021-12-13,游戏Ⅲ,857641.SI
603258.SH,电魂网络,2021-12-13,游戏Ⅲ,857641.SI
603444.SH,吉比特,2021-12-13,游戏Ⅲ,857641.SI
002919.SZ,名臣健康,2023-09-19,游戏Ⅲ,857641.SI
002174.SZ,游族网络,2021-12-13,游戏Ⅲ,857641.SI
