股票代码,股票简称,纳入时间,申万3级,l3_index_code
000652.SZ,泰达股份,2021-12-13,综合Ⅲ,852311.SI
000753.SZ,漳州发展,2021-12-13,综合Ⅲ,852311.SI
000833.SZ,粤桂股份,2021-12-13,综合Ⅲ,852311.SI
600051.SH,宁波联合,2021-12-13,综合Ⅲ,852311.SI
600620.SH,天宸股份,2021-12-13,综合Ⅲ,852311.SI
600770.SH,综艺股份,2021-12-13,综合Ⅲ,852311.SI
600805.SH,悦达投资,2021-12-13,综合Ⅲ,852311.SI
600881.SH,亚泰集团,2021-12-13,综合Ⅲ,852311.SI
600689.SH,上海三毛,2022-08-01,综合Ⅲ,852311.SI
000025.SZ,特力A,2023-07-06,综合Ⅲ,852311.SI
000421.SZ,南京公用,2023-07-06,综合Ⅲ,852311.SI
600673.SH,东阳光,2023-07-06,综合Ⅲ,852311.SI
600682.SH,南京新百,2023-07-06,综合Ⅲ,852311.SI
000523.SZ,红棉股份,2024-07-31,综合Ⅲ,852311.SI
002316.SZ,亚联发展,2026-07-02,综合Ⅲ,852311.SI
002420.SZ,毅昌科技,2026-07-02,综合Ⅲ,852311.SI
002575.SZ,群兴玩具,2026-07-02,综合Ⅲ,852311.SI
600458.SH,时代新材,2026-07-02,综合Ⅲ,852311.SI
600807.SH,济高发展,2026-07-02,综合Ⅲ,852311.SI
000632.SZ,ST三木,2021-12-13,综合Ⅲ,852311.SI
