股票代码,股票简称,纳入时间,申万3级,l3_index_code
000553.SZ,安道麦A,2021-12-13,农药,850333.SI
002250.SZ,联化科技,2021-12-13,农药,850333.SI
002258.SZ,利尔化学,2021-12-13,农药,850333.SI
002391.SZ,长青股份,2021-12-13,农药,850333.SI
002496.SZ,辉丰股份,2021-12-13,农药,850333.SI
002513.SZ,蓝丰生化,2021-12-13,农药,850333.SI
002734.SZ,利民股份,2021-12-13,农药,850333.SI
002749.SZ,国光股份,2021-12-13,农药,850333.SI
002942.SZ,新农股份,2021-12-13,农药,850333.SI
003042.SZ,中农联合,2021-12-13,农药,850333.SI
300261.SZ,雅本化学,2021-12-13,农药,850333.SI
300575.SZ,中旗股份,2021-12-13,农药,850333.SI
300796.SZ,贝斯美,2021-12-13,农药,850333.SI
301035.SZ,润丰股份,2021-12-13,农药,850333.SI
600389.SH,江山股份,2021-12-13,农药,850333.SI
600486.SH,扬农化工,2021-12-13,农药,850333.SI
600731.SH,湖南海利,2021-12-13,农药,850333.SI
603086.SH,先达股份,2021-12-13,农药,850333.SI
603360.SH,百傲化学,2021-12-13,农药,850333.SI
603585.SH,苏利股份,2021-12-13,农药,850333.SI
603599.SH,广信股份,2021-12-13,农药,850333.SI
603639.SH,海利尔,2021-12-13,农药,850333.SI
603810.SH,丰山集团,2021-12-13,农药,850333.SI
603970.SH,中农立华,2021-12-13,农药,850333.SI
605033.SH,美邦股份,2021-12-13,农药,850333.SI
001231.SZ,农心科技,2022-08-19,农药,850333.SI
300804.SZ,广康生化,2023-06-27,农药,850333.SI
600596.SH,新安股份,2023-07-06,农药,850333.SI
301665.SZ,泰禾股份,2025-04-11,农药,850333.SI
000525.SZ,红太阳,2021-12-13,农药,850333.SI
