股票代码,股票简称,纳入时间,申万3级,l3_index_code
002074.SZ,国轩高科,2021-12-13,锂电池,857371.SI
002245.SZ,蔚蓝锂芯,2021-12-13,锂电池,857371.SI
002850.SZ,科达利,2021-12-13,锂电池,857371.SI
300014.SZ,亿纬锂能,2021-12-13,锂电池,857371.SI
300207.SZ,欣旺达,2021-12-13,锂电池,857371.SI
300438.SZ,鹏辉能源,2021-12-13,锂电池,857371.SI
300750.SZ,宁德时代,2021-12-13,锂电池,857371.SI
600152.SH,维科技术,2021-12-13,锂电池,857371.SI
600478.SH,科力远,2021-12-13,锂电池,857371.SI
688063.SH,派能科技,2021-12-13,锂电池,857371.SI
688345.SH,博力威,2021-12-13,锂电池,857371.SI
688567.SH,孚能科技,2021-12-13,锂电池,857371.SI
688772.SH,珠海冠宇,2021-12-13,锂电池,857371.SI
300953.SZ,震裕科技,2022-08-01,锂电池,857371.SI
301150.SZ,中一科技,2022-08-01,锂电池,857371.SI
600110.SH,诺德股份,2022-08-01,锂电池,857371.SI
600241.SH,时代万恒,2022-08-01,锂电池,857371.SI
688388.SH,嘉元科技,2022-08-01,锂电池,857371.SI
301121.SZ,紫建电子,2022-08-08,锂电池,857371.SI
001283.SZ,豪鹏科技,2022-09-05,锂电池,857371.SI
301327.SZ,华宝新能,2022-09-19,锂电池,857371.SI
301210.SZ,金杨精密,2023-06-30,锂电池,857371.SI
301217.SZ,铜冠铜箔,2023-07-06,锂电池,857371.SI
301511.SZ,德福科技,2023-08-17,锂电池,857371.SI
301587.SZ,中瑞股份,2024-04-08,锂电池,857371.SI
300530.SZ,领湃科技,2026-07-02,锂电池,857371.SI
000049.SZ,德赛电池,2021-12-13,锂电池,857371.SI
