股票代码,股票简称,纳入时间,申万3级,l3_index_code
002587.SZ,奥拓电子,2021-12-13,LED,850832.SI
002654.SZ,万润科技,2021-12-13,LED,850832.SI
002745.SZ,木林森,2021-12-13,LED,850832.SI
002983.SZ,芯瑞达,2021-12-13,LED,850832.SI
300102.SZ,乾照光电,2021-12-13,LED,850832.SI
300162.SZ,雷曼光电,2021-12-13,LED,850832.SI
300219.SZ,鸿利智汇,2021-12-13,LED,850832.SI
300232.SZ,洲明科技,2021-12-13,LED,850832.SI
300241.SZ,瑞丰光电,2021-12-13,LED,850832.SI
300296.SZ,利亚德,2021-12-13,LED,850832.SI
300301.SZ,ST长方,2021-12-13,LED,850832.SI
300303.SZ,聚飞光电,2021-12-13,LED,850832.SI
300323.SZ,华灿光电,2021-12-13,LED,850832.SI
300389.SZ,艾比森,2021-12-13,LED,850832.SI
300582.SZ,英飞特,2021-12-13,LED,850832.SI
300632.SZ,光莆股份,2021-12-13,LED,850832.SI
300708.SZ,聚灿光电,2021-12-13,LED,850832.SI
300752.SZ,隆利科技,2021-12-13,LED,850832.SI
300808.SZ,久量股份,2021-12-13,LED,850832.SI
300889.SZ,爱克股份,2021-12-13,LED,850832.SI
300940.SZ,南极光,2021-12-13,LED,850832.SI
600703.SH,三安光电,2021-12-13,LED,850832.SI
603679.SH,华体科技,2021-12-13,LED,850832.SI
603685.SH,晨丰科技,2021-12-13,LED,850832.SI
603703.SH,盛洋科技,2021-12-13,LED,850832.SI
002137.SZ,实益达,2022-08-01,LED,850832.SI
002992.SZ,宝明科技,2022-08-01,LED,850832.SI
300269.SZ,联建光电,2022-08-01,LED,850832.SI
688496.SH,*ST清越,2024-07-31,LED,850832.SI
002449.SZ,国星光电,2021-12-13,LED,850832.SI
