股票代码,股票简称,纳入时间,申万3级,l3_index_code
000962.SZ,东方钽业,2021-12-13,其他小金属,850544.SI
002149.SZ,西部材料,2021-12-13,其他小金属,850544.SI
002167.SZ,东方锆业,2021-12-13,其他小金属,850544.SI
002182.SZ,宝武镁业,2021-12-13,其他小金属,850544.SI
002428.SZ,云南锗业,2021-12-13,其他小金属,850544.SI
002738.SZ,中矿资源,2021-12-13,其他小金属,850544.SI
002978.SZ,安宁股份,2021-12-13,其他小金属,850544.SI
301026.SZ,浩通科技,2021-12-13,其他小金属,850544.SI
600281.SH,华阳新材,2021-12-13,其他小金属,850544.SI
600456.SH,宝钛股份,2021-12-13,其他小金属,850544.SI
600459.SH,贵研铂业,2021-12-13,其他小金属,850544.SI
600301.SH,华锡有色,2024-07-31,其他小金属,850544.SI
688750.SH,金天钛业,2024-11-20,其他小金属,850544.SI
603407.SH,长裕集团,2026-05-11,其他小金属,850544.SI
000960.SZ,锡业股份,2021-12-13,其他小金属,850544.SI
