股票代码,股票简称,纳入时间,申万3级,l3_index_code
001216.SZ,华瓷股份,2021-12-13,其他家居用品,851491.SI
002571.SZ,德力股份,2021-12-13,其他家居用品,851491.SI
002615.SZ,哈尔斯,2021-12-13,其他家居用品,851491.SI
300640.SZ,德艺文创,2021-12-13,其他家居用品,851491.SI
300729.SZ,乐歌股份,2021-12-13,其他家居用品,851491.SI
300993.SZ,玉马科技,2021-12-13,其他家居用品,851491.SI
301004.SZ,嘉益股份,2021-12-13,其他家居用品,851491.SI
301055.SZ,张小泉,2021-12-13,其他家居用品,851491.SI
301113.SZ,雅艺科技,2021-12-13,其他家居用品,851491.SI
301193.SZ,家联科技,2021-12-13,其他家居用品,851491.SI
603021.SH,*ST华鹏,2021-12-13,其他家居用品,851491.SI
603195.SH,公牛集团,2021-12-13,其他家居用品,851491.SI
603615.SH,茶花股份,2021-12-13,其他家居用品,851491.SI
603838.SH,*ST四通,2021-12-13,其他家居用品,851491.SI
605099.SH,共创草坪,2021-12-13,其他家居用品,851491.SI
605155.SH,西大门,2021-12-13,其他家居用品,851491.SI
603272.SH,*ST联翔,2022-05-20,其他家居用品,851491.SI
601996.SH,丰林集团,2022-08-01,其他家居用品,851491.SI
001356.SZ,富岭股份,2025-01-23,其他家居用品,851491.SI
301501.SZ,恒鑫生活,2025-03-19,其他家居用品,851491.SI
301595.SZ,太力科技,2025-05-19,其他家居用品,851491.SI
001221.SZ,悍高集团,2025-07-30,其他家居用品,851491.SI
688087.SH,英科再生,2026-07-02,其他家居用品,851491.SI
001211.SZ,双枪科技,2021-12-13,其他家居用品,851491.SI
