股票代码,股票简称,纳入时间,申万3级,l3_index_code
300457.SZ,赢合科技,2021-12-13,锂电专用设备,857373.SI
300619.SZ,金银河,2021-12-13,锂电专用设备,857373.SI
300648.SZ,星云股份,2021-12-13,锂电专用设备,857373.SI
688006.SH,杭可科技,2021-12-13,锂电专用设备,857373.SI
688155.SH,先惠技术,2021-12-13,锂电专用设备,857373.SI
688499.SH,利元亨,2021-12-13,锂电专用设备,857373.SI
300173.SZ,ST福能,2022-08-01,锂电专用设备,857373.SI
300410.SZ,正业科技,2022-08-01,锂电专用设备,857373.SI
688392.SH,骄成超声,2022-09-27,锂电专用设备,857373.SI
301325.SZ,曼恩斯特,2023-05-12,锂电专用设备,857373.SI
300490.SZ,华自科技,2023-07-06,锂电专用设备,857373.SI
688638.SH,誉辰智能,2023-07-12,锂电专用设备,857373.SI
688573.SH,信宇人,2023-08-17,锂电专用设备,857373.SI
603032.SH,德新科技,2023-09-21,锂电专用设备,857373.SI
301662.SZ,宏工科技,2025-04-17,锂电专用设备,857373.SI
301513.SZ,尚水智能,2026-04-17,锂电专用设备,857373.SI
301599.SZ,理奇智能,2026-04-30,锂电专用设备,857373.SI
300450.SZ,先导智能,2021-12-13,锂电专用设备,857373.SI
