股票代码,股票简称,纳入时间,申万3级,l3_index_code
000793.SZ,ST华闻,2021-12-13,大众出版,857692.SI
002181.SZ,粤传媒,2021-12-13,大众出版,857692.SI
300364.SZ,中文在线,2021-12-13,大众出版,857692.SI
300788.SZ,中信出版,2021-12-13,大众出版,857692.SI
301025.SZ,读客文化,2021-12-13,大众出版,857692.SI
301052.SZ,果麦文化,2021-12-13,大众出版,857692.SI
600229.SH,城市传媒,2021-12-13,大众出版,857692.SI
600373.SH,中文传媒,2021-12-13,大众出版,857692.SI
600551.SH,时代出版,2021-12-13,大众出版,857692.SI
600825.SH,新华传媒,2021-12-13,大众出版,857692.SI
601801.SH,皖新传媒,2021-12-13,大众出版,857692.SI
601858.SH,中国科传,2021-12-13,大众出版,857692.SI
601949.SH,中国出版,2021-12-13,大众出版,857692.SI
601999.SH,出版传媒,2021-12-13,大众出版,857692.SI
603096.SH,新经典,2021-12-13,大众出版,857692.SI
603999.SH,读者传媒,2021-12-13,大众出版,857692.SI
301231.SZ,荣信文化,2022-09-08,大众出版,857692.SI
603230.SH,内蒙新华,2023-07-06,大众出版,857692.SI
000719.SZ,中原传媒,2021-12-13,大众出版,857692.SI
