股票代码,股票简称,纳入时间,申万3级,l3_index_code
002101.SZ,广东鸿图,2021-12-13,其他汽车零部件,850925.SI
002328.SZ,新朋股份,2021-12-13,其他汽车零部件,850925.SI
002510.SZ,天汽模,2021-12-13,其他汽车零部件,850925.SI
002921.SZ,联诚精密,2021-12-13,其他汽车零部件,850925.SI
002997.SZ,瑞鹄模具,2021-12-13,其他汽车零部件,850925.SI
300473.SZ,德尔股份,2021-12-13,其他汽车零部件,850925.SI
300643.SZ,万通智控,2021-12-13,其他汽车零部件,850925.SI
300707.SZ,威唐工业,2021-12-13,其他汽车零部件,850925.SI
300816.SZ,艾可蓝,2021-12-13,其他汽车零部件,850925.SI
300912.SZ,凯龙高科,2021-12-13,其他汽车零部件,850925.SI
300926.SZ,博俊科技,2021-12-13,其他汽车零部件,850925.SI
300998.SZ,宁波方正,2021-12-13,其他汽车零部件,850925.SI
301000.SZ,肇民科技,2021-12-13,其他汽车零部件,850925.SI
301005.SZ,超捷股份,2021-12-13,其他汽车零部件,850925.SI
301022.SZ,海泰科,2021-12-13,其他汽车零部件,850925.SI
600480.SH,凌云股份,2021-12-13,其他汽车零部件,850925.SI
600523.SH,贵航股份,2021-12-13,其他汽车零部件,850925.SI
601279.SH,英利汽车,2021-12-13,其他汽车零部件,850925.SI
603006.SH,联明股份,2021-12-13,其他汽车零部件,850925.SI
603048.SH,浙江黎明,2021-12-13,其他汽车零部件,850925.SI
603109.SH,神驰机电,2021-12-13,其他汽车零部件,850925.SI
603197.SH,保隆科技,2021-12-13,其他汽车零部件,850925.SI
603239.SH,浙江仙通,2021-12-13,其他汽车零部件,850925.SI
603348.SH,文灿股份,2021-12-13,其他汽车零部件,850925.SI
603358.SH,华达科技,2021-12-13,其他汽车零部件,850925.SI
603655.SH,朗博科技,2021-12-13,其他汽车零部件,850925.SI
603768.SH,常青股份,2021-12-13,其他汽车零部件,850925.SI
603917.SH,合力科技,2021-12-13,其他汽车零部件,850925.SI
603922.SH,ST金鸿顺,2021-12-13,其他汽车零部件,850925.SI
605018.SH,长华集团,2021-12-13,其他汽车零部件,850925.SI
605319.SH,无锡振华,2021-12-13,其他汽车零部件,850925.SI
688021.SH,奥福科技,2021-12-13,其他汽车零部件,850925.SI
688737.SH,中自科技,2021-12-13,其他汽车零部件,850925.SI
301186.SZ,超达装备,2021-12-23,其他汽车零部件,850925.SI
301181.SZ,标榜股份,2022-02-21,其他汽车零部件,850925.SI
301298.SZ,东利机械,2022-06-06,其他汽车零部件,850925.SI
301233.SZ,盛帮股份,2022-07-06,其他汽车零部件,850925.SI
603211.SH,晋拓股份,2022-07-25,其他汽车零部件,850925.SI
002190.SZ,成飞集成,2022-08-01,其他汽车零部件,850925.SI
002547.SZ,*ST春兴,2022-08-01,其他汽车零部件,850925.SI
002965.SZ,祥鑫科技,2022-08-01,其他汽车零部件,850925.SI
002976.SZ,瑞玛精密,2022-08-01,其他汽车零部件,850925.SI
300237.SZ,ST美晨,2022-08-01,其他汽车零部件,850925.SI
300969.SZ,恒帅股份,2022-08-01,其他汽车零部件,850925.SI
603190.SH,亚通精工,2023-02-17,其他汽车零部件,850925.SI
001311.SZ,多利科技,2023-02-27,其他汽车零部件,850925.SI
603119.SH,浙江荣泰,2023-08-01,其他汽车零部件,850925.SI
603201.SH,常润股份,2024-07-31,其他汽车零部件,850925.SI
301613.SZ,新铝时代,2024-10-25,其他汽车零部件,850925.SI
301535.SZ,浙江华远,2025-03-27,其他汽车零部件,850925.SI
603210.SH,泰鸿万立,2025-04-09,其他汽车零部件,850925.SI
002765.SZ,蓝黛科技,2025-08-13,其他汽车零部件,850925.SI
603352.SH,至信股份,2026-01-15,其他汽车零部件,850925.SI
301680.SZ,固德电材,2026-03-06,其他汽车零部件,850925.SI
000887.SZ,中鼎股份,2021-12-13,其他汽车零部件,850925.SI
