股票代码,股票简称,纳入时间,申万3级,l3_index_code
000925.SZ,众合科技,2021-12-13,轨交设备Ⅲ,850936.SI
002972.SZ,科安达,2021-12-13,轨交设备Ⅲ,850936.SI
300011.SZ,鼎汉技术,2021-12-13,轨交设备Ⅲ,850936.SI
300351.SZ,永贵电器,2021-12-13,轨交设备Ⅲ,850936.SI
300594.SZ,ST朗进,2021-12-13,轨交设备Ⅲ,850936.SI
300851.SZ,交大思诺,2021-12-13,轨交设备Ⅲ,850936.SI
300923.SZ,研奥股份,2021-12-13,轨交设备Ⅲ,850936.SI
300960.SZ,通业科技,2021-12-13,轨交设备Ⅲ,850936.SI
301016.SZ,雷尔伟,2021-12-13,轨交设备Ⅲ,850936.SI
301048.SZ,金鹰重工,2021-12-13,轨交设备Ⅲ,850936.SI
600495.SH,晋西车轴,2021-12-13,轨交设备Ⅲ,850936.SI
600528.SH,中铁工业,2021-12-13,轨交设备Ⅲ,850936.SI
601766.SH,中国中车,2021-12-13,轨交设备Ⅲ,850936.SI
603111.SH,康尼机电,2021-12-13,轨交设备Ⅲ,850936.SI
603500.SH,祥和实业,2021-12-13,轨交设备Ⅲ,850936.SI
603680.SH,今创集团,2021-12-13,轨交设备Ⅲ,850936.SI
605001.SH,威奥股份,2021-12-13,轨交设备Ⅲ,850936.SI
605298.SH,必得科技,2021-12-13,轨交设备Ⅲ,850936.SI
688009.SH,中国通号,2021-12-13,轨交设备Ⅲ,850936.SI
688015.SH,交控科技,2021-12-13,轨交设备Ⅲ,850936.SI
688033.SH,*ST天宜,2021-12-13,轨交设备Ⅲ,850936.SI
688187.SH,时代电气,2021-12-13,轨交设备Ⅲ,850936.SI
688285.SH,高铁电气,2021-12-13,轨交设备Ⅲ,850936.SI
688367.SH,工大高科,2021-12-13,轨交设备Ⅲ,850936.SI
688569.SH,铁科轨道,2021-12-13,轨交设备Ⅲ,850936.SI
000927.SZ,中国铁物,2022-03-30,轨交设备Ⅲ,850936.SI
688459.SH,哈铁科技,2022-10-12,轨交设备Ⅲ,850936.SI
688485.SH,九州一轨,2023-01-18,轨交设备Ⅲ,850936.SI
001324.SZ,长青科技,2023-05-22,轨交设备Ⅲ,850936.SI
000008.SZ,神州高铁,2021-12-13,轨交设备Ⅲ,850936.SI
