股票代码,股票简称,纳入时间,申万3级,l3_index_code
300373.SZ,扬杰科技,2021-12-13,分立器件,850812.SI
300623.SZ,捷捷微电,2021-12-13,分立器件,850812.SI
300831.SZ,ST派瑞,2021-12-13,分立器件,850812.SI
600360.SH,华微电子,2021-12-13,分立器件,850812.SI
600460.SH,士兰微,2021-12-13,分立器件,850812.SI
603290.SH,斯达半导,2021-12-13,分立器件,850812.SI
605111.SH,新洁能,2021-12-13,分立器件,850812.SI
688230.SH,芯导科技,2021-12-13,分立器件,850812.SI
688689.SH,银河微电,2021-12-13,分立器件,850812.SI
688711.SH,宏微科技,2021-12-13,分立器件,850812.SI
688261.SH,东微半导,2022-02-10,分立器件,850812.SI
688048.SH,长光华芯,2022-04-01,分立器件,850812.SI
688167.SH,炬光科技,2022-05-17,分立器件,850812.SI
600745.SH,*ST闻泰,2022-08-01,分立器件,850812.SI
688172.SH,燕东微,2022-12-16,分立器件,850812.SI
688498.SH,源杰科技,2022-12-21,分立器件,850812.SI
688693.SH,锴威特,2023-08-18,分立器件,850812.SI
300046.SZ,台基股份,2021-12-13,分立器件,850812.SI
