股票代码,股票简称,纳入时间,申万3级,l3_index_code
002643.SZ,万润股份,2021-12-13,电子化学品Ⅲ,850861.SI
002741.SZ,光华科技,2021-12-13,电子化学品Ⅲ,850861.SI
300054.SZ,鼎龙股份,2021-12-13,电子化学品Ⅲ,850861.SI
300236.SZ,上海新阳,2021-12-13,电子化学品Ⅲ,850861.SI
300346.SZ,南大光电,2021-12-13,电子化学品Ⅲ,850861.SI
300398.SZ,飞凯材料,2021-12-13,电子化学品Ⅲ,850861.SI
300429.SZ,强力新材,2021-12-13,电子化学品Ⅲ,850861.SI
300481.SZ,濮阳惠成,2021-12-13,电子化学品Ⅲ,850861.SI
300537.SZ,广信材料,2021-12-13,电子化学品Ⅲ,850861.SI
300576.SZ,容大感光,2021-12-13,电子化学品Ⅲ,850861.SI
300655.SZ,晶瑞电材,2021-12-13,电子化学品Ⅲ,850861.SI
603002.SH,宏昌电子,2021-12-13,电子化学品Ⅲ,850861.SI
603078.SH,江化微,2021-12-13,电子化学品Ⅲ,850861.SI
603931.SH,格林达,2021-12-13,电子化学品Ⅲ,850861.SI
688019.SH,安集科技,2021-12-13,电子化学品Ⅲ,850861.SI
688106.SH,金宏气体,2021-12-13,电子化学品Ⅲ,850861.SI
688268.SH,华特气体,2021-12-13,电子化学品Ⅲ,850861.SI
688359.SH,三孚新科,2021-12-13,电子化学品Ⅲ,850861.SI
688550.SH,瑞联新材,2021-12-13,电子化学品Ⅲ,850861.SI
688150.SH,莱特光电,2022-03-18,电子化学品Ⅲ,850861.SI
300285.SZ,国瓷材料,2022-08-01,电子化学品Ⅲ,850861.SI
300684.SZ,中石科技,2022-08-01,电子化学品Ⅲ,850861.SI
688371.SH,菲沃泰,2022-08-02,电子化学品Ⅲ,850861.SI
688035.SH,德邦科技,2022-09-19,电子化学品Ⅲ,850861.SI
301319.SZ,唯特偶,2022-09-29,电子化学品Ⅲ,850861.SI
688603.SH,天承科技,2023-07-10,电子化学品Ⅲ,850861.SI
688548.SH,广钢气体,2023-08-15,电子化学品Ⅲ,850861.SI
688549.SH,中巨芯-U,2023-09-08,电子化学品Ⅲ,850861.SI
301489.SZ,思泉新材,2023-10-24,电子化学品Ⅲ,850861.SI
600330.SH,天通股份,2024-07-31,电子化学品Ⅲ,850861.SI
688683.SH,莱尔科技,2024-07-31,电子化学品Ⅲ,850861.SI
688545.SH,兴福电子,2025-01-22,电子化学品Ⅲ,850861.SI
301630.SZ,同宇新材,2025-07-10,电子化学品Ⅲ,850861.SI
603115.SH,海星股份,2026-07-02,电子化学品Ⅲ,850861.SI
002584.SZ,西陇科学,2021-12-13,电子化学品Ⅲ,850861.SI
