股票代码,股票简称,纳入时间,申万3级,l3_index_code
000619.SZ,海螺新材,2021-12-13,其他建材,850614.SI
000786.SZ,北新建材,2021-12-13,其他建材,850614.SI
001212.SZ,中旗新材,2021-12-13,其他建材,850614.SI
002043.SZ,兔宝宝,2021-12-13,其他建材,850614.SI
002333.SZ,罗普斯金,2021-12-13,其他建材,850614.SI
002398.SZ,垒知集团,2021-12-13,其他建材,850614.SI
002652.SZ,扬子新材,2021-12-13,其他建材,850614.SI
002718.SZ,友邦吊顶,2021-12-13,其他建材,850614.SI
002785.SZ,万里石,2021-12-13,其他建材,850614.SI
002791.SZ,坚朗五金,2021-12-13,其他建材,850614.SI
300234.SZ,开尔新材,2021-12-13,其他建材,850614.SI
301010.SZ,晶雪节能,2021-12-13,其他建材,850614.SI
603038.SH,华立股份,2021-12-13,其他建材,850614.SI
605318.SH,法狮龙,2021-12-13,其他建材,850614.SI
002247.SZ,聚力文化,2022-08-01,其他建材,850614.SI
301429.SZ,森泰股份,2023-04-17,其他建材,850614.SI
000055.SZ,方大集团,2021-12-13,其他建材,850614.SI
