股票代码,股票简称,纳入时间,申万3级,l3_index_code
300671.SZ,富满微,2021-12-13,模拟芯片设计,850815.SI
300782.SZ,卓胜微,2021-12-13,模拟芯片设计,850815.SI
600171.SH,上海贝岭,2021-12-13,模拟芯片设计,850815.SI
603068.SH,博通集成,2021-12-13,模拟芯片设计,850815.SI
603160.SH,汇顶科技,2021-12-13,模拟芯片设计,850815.SI
688286.SH,敏芯股份,2021-12-13,模拟芯片设计,850815.SI
688368.SH,晶丰明源,2021-12-13,模拟芯片设计,850815.SI
688508.SH,芯朋微,2021-12-13,模拟芯片设计,850815.SI
688536.SH,思瑞浦,2021-12-13,模拟芯片设计,850815.SI
688601.SH,力芯微,2021-12-13,模拟芯片设计,850815.SI
688699.SH,明微电子,2021-12-13,模拟芯片设计,850815.SI
688798.SH,艾为电子,2021-12-13,模拟芯片设计,850815.SI
688220.SH,翱捷科技,2022-01-14,模拟芯片设计,850815.SI
688173.SH,希荻微,2022-01-21,模拟芯片设计,850815.SI
688270.SH,ST臻镭,2022-01-27,模拟芯片设计,850815.SI
688153.SH,唯捷创芯,2022-04-12,模拟芯片设计,850815.SI
688209.SH,英集芯,2022-04-19,模拟芯片设计,850815.SI
688052.SH,纳芯微,2022-04-22,模拟芯片设计,850815.SI
688325.SH,赛微微电,2022-04-22,模拟芯片设计,850815.SI
688045.SH,必易微,2022-05-26,模拟芯片设计,850815.SI
688130.SH,晶华微,2022-07-29,模拟芯片设计,850815.SI
600877.SH,电科芯片,2022-08-01,模拟芯片设计,850815.SI
688381.SH,帝奥微,2022-08-23,模拟芯片设计,850815.SI
688391.SH,钜泉科技,2022-09-13,模拟芯片设计,850815.SI
688061.SH,灿瑞科技,2022-10-18,模拟芯片设计,850815.SI
688141.SH,杰华特,2022-12-23,模拟芯片设计,850815.SI
688515.SH,裕太微-U,2023-02-10,模拟芯片设计,850815.SI
688484.SH,南芯科技,2023-04-07,模拟芯片设计,850815.SI
688512.SH,慧智微-U,2023-05-16,模拟芯片设计,850815.SI
688458.SH,美芯晟,2023-05-22,模拟芯片设计,850815.SI
688582.SH,芯动联科,2023-06-30,模拟芯片设计,850815.SI
688653.SH,康希通信,2023-11-21,模拟芯片设计,850815.SI
603375.SH,盛景微,2024-01-24,模拟芯片设计,850815.SI
688790.SH,昂瑞微-U,2025-12-16,模拟芯片设计,850815.SI
688002.SH,睿创微纳,2026-08-25,模拟芯片设计,850815.SI
300661.SZ,圣邦股份,2021-12-13,模拟芯片设计,850815.SI
