股票代码,股票简称,纳入时间,申万3级,l3_index_code
002546.SZ,新联电子,2021-12-13,电工仪器仪表,857323.SI
002857.SZ,三晖电气,2021-12-13,电工仪器仪表,857323.SI
002980.SZ,华盛昌,2021-12-13,电工仪器仪表,857323.SI
300286.SZ,安科瑞,2021-12-13,电工仪器仪表,857323.SI
300360.SZ,炬华科技,2021-12-13,电工仪器仪表,857323.SI
300514.SZ,友讯达,2021-12-13,电工仪器仪表,857323.SI
300880.SZ,迦南智能,2021-12-13,电工仪器仪表,857323.SI
300882.SZ,万胜智能,2021-12-13,电工仪器仪表,857323.SI
603556.SH,海兴电力,2021-12-13,电工仪器仪表,857323.SI
688597.SH,煜邦电力,2021-12-13,电工仪器仪表,857323.SI
688616.SH,西力科技,2021-12-13,电工仪器仪表,857323.SI
601222.SH,林洋能源,2026-07-02,电工仪器仪表,857323.SI
002121.SZ,科陆电子,2021-12-13,电工仪器仪表,857323.SI
