股票代码,股票简称,纳入时间,申万3级,l3_index_code
001210.SZ,金房能源,2021-12-13,热力服务,851614.SI
002015.SZ,协鑫能科,2021-12-13,热力服务,851614.SI
002479.SZ,富春环保,2021-12-13,热力服务,851614.SI
002893.SZ,京能热力,2021-12-13,热力服务,851614.SI
300335.SZ,迪森股份,2021-12-13,热力服务,851614.SI
600149.SH,廊坊发展,2021-12-13,热力服务,851614.SI
600167.SH,联美控股,2021-12-13,热力服务,851614.SI
600719.SH,大连热电,2021-12-13,热力服务,851614.SI
600982.SH,宁波能源,2021-12-13,热力服务,851614.SI
605011.SH,杭州热电,2021-12-13,热力服务,851614.SI
605028.SH,世茂能源,2021-12-13,热力服务,851614.SI
605162.SH,新中港,2021-12-13,热力服务,851614.SI
605580.SH,恒盛能源,2021-12-13,热力服务,851614.SI
600226.SH,亨通股份,2022-08-01,热力服务,851614.SI
600052.SH,东望时代,2023-07-06,热力服务,851614.SI
001376.SZ,百通能源,2023-11-02,热力服务,851614.SI
600475.SH,华光环能,2024-07-31,热力服务,851614.SI
603071.SH,物产环能,2026-07-02,热力服务,851614.SI
000692.SZ,惠天热电,2021-12-13,热力服务,851614.SI
