股票代码,股票简称,纳入时间,申万3级,l3_index_code
002104.SZ,恒宝股份,2021-12-13,通信终端及配件,851026.SI
002313.SZ,日海智能,2021-12-13,通信终端及配件,851026.SI
003031.SZ,中瓷电子,2021-12-13,通信终端及配件,851026.SI
003040.SZ,楚天龙,2021-12-13,通信终端及配件,851026.SI
300205.SZ,*ST天喻,2021-12-13,通信终端及配件,851026.SI
300504.SZ,天邑股份,2021-12-13,通信终端及配件,851026.SI
300555.SZ,ST路通,2021-12-13,通信终端及配件,851026.SI
300590.SZ,移为通信,2021-12-13,通信终端及配件,851026.SI
300615.SZ,欣天科技,2021-12-13,通信终端及配件,851026.SI
300627.SZ,华测导航,2021-12-13,通信终端及配件,851026.SI
300628.SZ,亿联网络,2021-12-13,通信终端及配件,851026.SI
300638.SZ,广和通,2021-12-13,通信终端及配件,851026.SI
300689.SZ,澄天伟业,2021-12-13,通信终端及配件,851026.SI
600734.SH,*ST实达,2021-12-13,通信终端及配件,851026.SI
600775.SH,南京熊猫,2021-12-13,通信终端及配件,851026.SI
603083.SH,剑桥科技,2021-12-13,通信终端及配件,851026.SI
603118.SH,共进股份,2021-12-13,通信终端及配件,851026.SI
603236.SH,移远通信,2021-12-13,通信终端及配件,851026.SI
603803.SH,瑞斯康达,2021-12-13,通信终端及配件,851026.SI
688027.SH,国盾量子,2021-12-13,通信终端及配件,851026.SI
688100.SH,威胜信息,2021-12-13,通信终端及配件,851026.SI
688159.SH,有方科技,2021-12-13,通信终端及配件,851026.SI
301191.SZ,菲菱科思,2022-05-26,通信终端及配件,851026.SI
600198.SH,大唐电信,2022-08-01,通信终端及配件,851026.SI
688592.SH,司南导航,2024-03-26,通信终端及配件,851026.SI
002881.SZ,美格智能,2024-07-31,通信终端及配件,851026.SI
002017.SZ,东信和平,2021-12-13,通信终端及配件,851026.SI
