股票代码,股票简称,纳入时间,申万3级,l3_index_code
000722.SZ,湖南发展,2021-12-13,水力发电,851612.SI
000791.SZ,甘肃能源,2021-12-13,水力发电,851612.SI
000993.SZ,闽东电力,2021-12-13,水力发电,851612.SI
002039.SZ,黔源电力,2021-12-13,水力发电,851612.SI
600025.SH,华能水电,2021-12-13,水力发电,851612.SI
600236.SH,桂冠电力,2021-12-13,水力发电,851612.SI
600674.SH,川投能源,2021-12-13,水力发电,851612.SI
600886.SH,国投电力,2021-12-13,水力发电,851612.SI
600900.SH,长江电力,2021-12-13,水力发电,851612.SI
600868.SH,梅雁吉祥,2024-07-31,水力发电,851612.SI
600292.SH,电投水电,2026-07-02,水力发电,851612.SI
000601.SZ,韶能股份,2021-12-13,水力发电,851612.SI
