股票代码,股票简称,纳入时间,申万3级,l3_index_code
002156.SZ,通富微电,2021-12-13,集成电路封测,850817.SI
002185.SZ,华天科技,2021-12-13,集成电路封测,850817.SI
600584.SH,长电科技,2021-12-13,集成电路封测,850817.SI
603005.SH,晶方科技,2021-12-13,集成电路封测,850817.SI
688135.SH,利扬芯片,2021-12-13,集成电路封测,850817.SI
688216.SH,气派科技,2021-12-13,集成电路封测,850817.SI
688403.SH,汇成股份,2022-08-18,集成电路封测,850817.SI
688372.SH,伟测科技,2022-10-26,集成电路封测,850817.SI
688362.SH,甬矽电子,2022-11-16,集成电路封测,850817.SI
688352.SH,颀中科技,2023-04-20,集成电路封测,850817.SI
301348.SZ,蓝箭电子,2023-08-10,集成电路封测,850817.SI
688820.SH,盛合晶微,2026-04-21,集成电路封测,850817.SI
002077.SZ,大港股份,2021-12-13,集成电路封测,850817.SI
