股票代码,股票简称,纳入时间,申万3级,l3_index_code
000598.SZ,兴蓉环境,2021-12-13,水务及水治理,859712.SI
000605.SZ,渤海股份,2021-12-13,水务及水治理,859712.SI
000685.SZ,中山公用,2021-12-13,水务及水治理,859712.SI
003039.SZ,顺控发展,2021-12-13,水务及水治理,859712.SI
300070.SZ,碧水源,2021-12-13,水务及水治理,859712.SI
300172.SZ,中电环保,2021-12-13,水务及水治理,859712.SI
300266.SZ,兴源环境,2021-12-13,水务及水治理,859712.SI
300334.SZ,津膜科技,2021-12-13,水务及水治理,859712.SI
300388.SZ,节能国祯,2021-12-13,水务及水治理,859712.SI
300422.SZ,博世科,2021-12-13,水务及水治理,859712.SI
300437.SZ,清水源,2021-12-13,水务及水治理,859712.SI
300664.SZ,鹏鹞环保,2021-12-13,水务及水治理,859712.SI
300692.SZ,中赋科技,2021-12-13,水务及水治理,859712.SI
300774.SZ,倍杰特,2021-12-13,水务及水治理,859712.SI
300899.SZ,上海凯鑫,2021-12-13,水务及水治理,859712.SI
300929.SZ,华骐环保,2021-12-13,水务及水治理,859712.SI
300961.SZ,深水海纳,2021-12-13,水务及水治理,859712.SI
600008.SH,首创环保,2021-12-13,水务及水治理,859712.SI
600168.SH,武汉控股,2021-12-13,水务及水治理,859712.SI
600187.SH,*ST国中,2021-12-13,水务及水治理,859712.SI
600283.SH,钱江水利,2021-12-13,水务及水治理,859712.SI
600461.SH,洪城环境,2021-12-13,水务及水治理,859712.SI
600769.SH,祥龙电业,2021-12-13,水务及水治理,859712.SI
600874.SH,创业环保,2021-12-13,水务及水治理,859712.SI
601158.SH,重庆水务,2021-12-13,水务及水治理,859712.SI
601199.SH,江南水务,2021-12-13,水务及水治理,859712.SI
601368.SH,绿城水务,2021-12-13,水务及水治理,859712.SI
603200.SH,上海洗霸,2021-12-13,水务及水治理,859712.SI
603759.SH,海天股份,2021-12-13,水务及水治理,859712.SI
603797.SH,联泰环保,2021-12-13,水务及水治理,859712.SI
603817.SH,海峡环保,2021-12-13,水务及水治理,859712.SI
603903.SH,中持股份,2021-12-13,水务及水治理,859712.SI
688057.SH,金达莱,2021-12-13,水务及水治理,859712.SI
688069.SH,德林海,2021-12-13,水务及水治理,859712.SI
688096.SH,京源环保,2021-12-13,水务及水治理,859712.SI
688101.SH,三达膜,2021-12-13,水务及水治理,859712.SI
688335.SH,复洁科技,2021-12-13,水务及水治理,859712.SI
688466.SH,金科环境,2021-12-13,水务及水治理,859712.SI
688565.SH,力源科技,2021-12-13,水务及水治理,859712.SI
301127.SZ,武汉天源,2021-12-30,水务及水治理,859712.SI
301148.SZ,嘉戎技术,2022-04-21,水务及水治理,859712.SI
600796.SH,钱江生化,2022-08-01,水务及水治理,859712.SI
603291.SH,联合水务,2023-03-27,水务及水治理,859712.SI
301203.SZ,国泰环保,2023-04-04,水务及水治理,859712.SI
002573.SZ,清新环境,2023-07-06,水务及水治理,859712.SI
301519.SZ,舜禹股份,2023-07-27,水务及水治理,859712.SI
301372.SZ,科净源,2023-08-11,水务及水治理,859712.SI
002778.SZ,中晟高科,2024-07-31,水务及水治理,859712.SI
300425.SZ,中建环能,2024-07-31,水务及水治理,859712.SI
000544.SZ,中原环保,2021-12-13,水务及水治理,859712.SI
