股票代码,股票简称,纳入时间,申万3级,l3_index_code
301190.SZ,善水科技,2024-07-30,其他化学原料,850324.SI
600423.SH,*ST柳化,2024-07-30,其他化学原料,850324.SI
603113.SH,金能科技,2024-05-21,其他化学原料,850324.SI
300082.SZ,奥克股份,2021-07-30,其他化学原料,850324.SI
600610.SH,中毅达,2021-07-30,其他化学原料,850324.SI
301118.SZ,恒光股份,2021-11-05,其他化学原料,850324.SI
002648.SZ,卫星化学,2022-07-29,其他化学原料,850324.SI
603938.SH,三孚股份,2022-07-29,其他化学原料,850324.SI
002109.SZ,ST兴化,2021-07-30,其他化学原料,850324.SI
300927.SZ,江天化学,2020-12-23,其他化学原料,850324.SI
000691.SZ,亚太实业,2022-07-29,其他化学原料,850324.SI
001217.SZ,华尔泰,2021-09-13,其他化学原料,850324.SI
600955.SH,维远股份,2021-08-27,其他化学原料,850324.SI
301069.SZ,凯盛新材,2021-09-13,其他化学原料,850324.SI
