股票代码,股票简称,纳入时间,申万3级,l3_index_code
002239.SZ,奥特佳,2021-12-13,汽车电子电气系统,850926.SI
002454.SZ,松芝股份,2021-12-13,汽车电子电气系统,850926.SI
002664.SZ,信质集团,2021-12-13,汽车电子电气系统,850926.SI
002766.SZ,索菱股份,2021-12-13,汽车电子电气系统,850926.SI
002813.SZ,路畅科技,2021-12-13,汽车电子电气系统,850926.SI
002906.SZ,华阳集团,2021-12-13,汽车电子电气系统,850926.SI
300304.SZ,云意电气,2021-12-13,汽车电子电气系统,850926.SI
300681.SZ,英搏尔,2021-12-13,汽车电子电气系统,850926.SI
300863.SZ,卡倍亿,2021-12-13,汽车电子电气系统,850926.SI
300928.SZ,华安鑫创,2021-12-13,汽车电子电气系统,850926.SI
301221.SZ,光庭信息,2021-12-13,汽车电子电气系统,850926.SI
600699.SH,均胜电子,2021-12-13,汽车电子电气系统,850926.SI
603023.SH,威帝股份,2021-12-13,汽车电子电气系统,850926.SI
603179.SH,新泉股份,2021-12-13,汽车电子电气系统,850926.SI
603390.SH,通达电气,2021-12-13,汽车电子电气系统,850926.SI
603786.SH,科博达,2021-12-13,汽车电子电气系统,850926.SI
605005.SH,合兴股份,2021-12-13,汽车电子电气系统,850926.SI
605333.SH,沪光股份,2021-12-13,汽车电子电气系统,850926.SI
688533.SH,上声电子,2021-12-13,汽车电子电气系统,850926.SI
688667.SH,菱电电控,2021-12-13,汽车电子电气系统,850926.SI
000901.SZ,航天科技,2022-08-01,汽车电子电气系统,850926.SI
002870.SZ,香山股份,2022-08-01,汽车电子电气系统,850926.SI
300745.SZ,欣锐科技,2022-08-01,汽车电子电气系统,850926.SI
301310.SZ,鑫宏业,2023-06-02,汽车电子电气系统,850926.SI
301488.SZ,豪恩汽电,2023-07-04,汽车电子电气系统,850926.SI
301499.SZ,维科精密,2023-07-21,汽车电子电气系统,850926.SI
688612.SH,威迈斯,2023-07-26,汽车电子电气系统,850926.SI
002937.SZ,兴瑞科技,2024-07-31,汽车电子电气系统,850926.SI
600651.SH,飞乐音响,2024-07-31,汽车电子电气系统,850926.SI
301607.SZ,富特科技,2024-09-04,汽车电子电气系统,850926.SI
301631.SZ,壹连科技,2024-11-22,汽车电子电气系统,850926.SI
301581.SZ,黄山谷捷,2025-01-03,汽车电子电气系统,850926.SI
603202.SH,天有为,2025-04-24,汽车电子电气系统,850926.SI
301656.SZ,联合动力,2025-09-25,汽车电子电气系统,850926.SI
603376.SH,大明电子,2025-11-07,汽车电子电气系统,850926.SI
603293.SH,埃泰克,2026-04-16,汽车电子电气系统,850926.SI
001365.SZ,天海电子,2026-05-18,汽车电子电气系统,850926.SI
301655.SZ,绿控传动,2026-08-20,汽车电子电气系统,850926.SI
000980.SZ,众泰汽车,2021-12-13,汽车电子电气系统,850926.SI
