股票代码,股票简称,纳入时间,申万3级,l3_index_code
002194.SZ,武汉凡谷,2021-12-13,通信网络设备及器件,851024.SI
002281.SZ,光迅科技,2021-12-13,通信网络设备及器件,851024.SI
002296.SZ,辉煌科技,2021-12-13,通信网络设备及器件,851024.SI
002396.SZ,星网锐捷,2021-12-13,通信网络设备及器件,851024.SI
002583.SZ,海能达,2021-12-13,通信网络设备及器件,851024.SI
002792.SZ,通宇通讯,2021-12-13,通信网络设备及器件,851024.SI
002897.SZ,意华股份,2021-12-13,通信网络设备及器件,851024.SI
002902.SZ,铭普光磁,2021-12-13,通信网络设备及器件,851024.SI
300134.SZ,大富科技,2021-12-13,通信网络设备及器件,851024.SI
300308.SZ,中际旭创,2021-12-13,通信网络设备及器件,851024.SI
300394.SZ,天孚通信,2021-12-13,通信网络设备及器件,851024.SI
300502.SZ,新易盛,2021-12-13,通信网络设备及器件,851024.SI
300548.SZ,长芯博创,2021-12-13,通信网络设备及器件,851024.SI
300565.SZ,科信技术,2021-12-13,通信网络设备及器件,851024.SI
300570.SZ,太辰光,2021-12-13,通信网络设备及器件,851024.SI
300620.SZ,光库科技,2021-12-13,通信网络设备及器件,851024.SI
300698.SZ,万马科技,2021-12-13,通信网络设备及器件,851024.SI
300710.SZ,万隆光电,2021-12-13,通信网络设备及器件,851024.SI
600498.SH,烽火通信,2021-12-13,通信网络设备及器件,851024.SI
603421.SH,鼎信通讯,2021-12-13,通信网络设备及器件,851024.SI
688182.SH,灿勤科技,2021-12-13,通信网络设备及器件,851024.SI
688313.SH,仕佳光子,2021-12-13,通信网络设备及器件,851024.SI
688618.SH,三旺通信,2021-12-13,通信网络设备及器件,851024.SI
688668.SH,鼎通科技,2021-12-13,通信网络设备及器件,851024.SI
002796.SZ,世嘉科技,2022-08-01,通信网络设备及器件,851024.SI
688205.SH,德科立,2022-08-09,通信网络设备及器件,851024.SI
301205.SZ,联特科技,2022-09-13,通信网络设备及器件,851024.SI
688387.SH,信科移动,2022-09-26,通信网络设备及器件,851024.SI
301165.SZ,锐捷网络,2022-11-21,通信网络设备及器件,851024.SI
301419.SZ,阿莱德,2023-02-09,通信网络设备及器件,851024.SI
301314.SZ,科瑞思,2023-03-17,通信网络设备及器件,851024.SI
301577.SZ,美信科技,2024-01-24,通信网络设备及器件,851024.SI
300098.SZ,高新兴,2024-07-31,通信网络设备及器件,851024.SI
001267.SZ,汇绿生态,2026-07-02,通信网络设备及器件,851024.SI
000063.SZ,中兴通讯,2021-12-13,通信网络设备及器件,851024.SI
