股票代码,股票简称,纳入时间,申万3级,l3_index_code
001218.SZ,丽臣实业,2021-12-13,其他化学制品,850339.SI
002453.SZ,华软科技,2021-12-13,其他化学制品,850339.SI
002455.SZ,百川股份,2021-12-13,其他化学制品,850339.SI
002549.SZ,凯美特气,2021-12-13,其他化学制品,850339.SI
002637.SZ,赞宇科技,2021-12-13,其他化学制品,850339.SI
002666.SZ,德联集团,2021-12-13,其他化学制品,850339.SI
002802.SZ,洪汇新材,2021-12-13,其他化学制品,850339.SI
002809.SZ,红墙股份,2021-12-13,其他化学制品,850339.SI
002810.SZ,山东赫达,2021-12-13,其他化学制品,850339.SI
002971.SZ,和远气体,2021-12-13,其他化学制品,850339.SI
300109.SZ,新开源,2021-12-13,其他化学制品,850339.SI
300163.SZ,先锋新材,2021-12-13,其他化学制品,850339.SI
300169.SZ,天晟新材,2021-12-13,其他化学制品,850339.SI
300174.SZ,元力股份,2021-12-13,其他化学制品,850339.SI
300405.SZ,科隆股份,2021-12-13,其他化学制品,850339.SI
300535.SZ,达威股份,2021-12-13,其他化学制品,850339.SI
300641.SZ,正丹股份,2021-12-13,其他化学制品,850339.SI
300721.SZ,怡达股份,2021-12-13,其他化学制品,850339.SI
300801.SZ,泰和科技,2021-12-13,其他化学制品,850339.SI
300910.SZ,瑞丰新材,2021-12-13,其他化学制品,850339.SI
301059.SZ,金三江,2021-12-13,其他化学制品,850339.SI
301076.SZ,新瀚新材,2021-12-13,其他化学制品,850339.SI
301077.SZ,星华新材,2021-12-13,其他化学制品,850339.SI
301100.SZ,风光股份,2021-12-13,其他化学制品,850339.SI
301149.SZ,隆华新材,2021-12-13,其他化学制品,850339.SI
600165.SH,宁科生物,2021-12-13,其他化学制品,850339.SI
600273.SH,嘉化能源,2021-12-13,其他化学制品,850339.SI
600500.SH,中化国际,2021-12-13,其他化学制品,850339.SI
603217.SH,元利科技,2021-12-13,其他化学制品,850339.SI
603822.SH,ST嘉澳,2021-12-13,其他化学制品,850339.SI
603867.SH,新化股份,2021-12-13,其他化学制品,850339.SI
603916.SH,苏博特,2021-12-13,其他化学制品,850339.SI
603948.SH,建业股份,2021-12-13,其他化学制品,850339.SI
605366.SH,宏柏新材,2021-12-13,其他化学制品,850339.SI
688065.SH,凯赛生物,2021-12-13,其他化学制品,850339.SI
688133.SH,泰坦科技,2021-12-13,其他化学制品,850339.SI
688179.SH,阿拉丁,2021-12-13,其他化学制品,850339.SI
688196.SH,卓越新能,2021-12-13,其他化学制品,850339.SI
688199.SH,久日新材,2021-12-13,其他化学制品,850339.SI
688350.SH,富淼科技,2021-12-13,其他化学制品,850339.SI
688398.SH,赛特新材,2021-12-13,其他化学制品,850339.SI
688625.SH,呈和科技,2021-12-13,其他化学制品,850339.SI
688659.SH,元琛科技,2021-12-13,其他化学制品,850339.SI
688267.SH,中触媒,2022-02-16,其他化学制品,850339.SI
301212.SZ,联盛化学,2022-04-19,其他化学制品,850339.SI
301286.SZ,侨源股份,2022-06-14,其他化学制品,850339.SI
002591.SZ,恒大高新,2022-08-01,其他化学制品,850339.SI
300214.SZ,日科化学,2022-08-01,其他化学制品,850339.SI
300596.SZ,利安隆,2022-08-01,其他化学制品,850339.SI
300610.SZ,晨化股份,2022-08-01,其他化学制品,850339.SI
300637.SZ,扬帆新材,2022-08-01,其他化学制品,850339.SI
603010.SH,万盛股份,2022-08-01,其他化学制品,850339.SI
603181.SH,皇马科技,2022-08-01,其他化学制品,850339.SI
603722.SH,阿科力,2022-08-01,其他化学制品,850339.SI
688269.SH,凯立新材,2022-08-01,其他化学制品,850339.SI
688357.SH,建龙微纳,2022-08-01,其他化学制品,850339.SI
603255.SH,鼎际得,2022-08-18,其他化学制品,850339.SI
301373.SZ,凌玮科技,2023-02-08,其他化学制品,850339.SI
603065.SH,宿迁联盛,2023-03-21,其他化学制品,850339.SI
603125.SH,常青科技,2023-04-10,其他化学制品,850339.SI
301518.SZ,长华化学,2023-08-03,其他化学制品,850339.SI
300072.SZ,海新能科,2023-08-23,其他化学制品,850339.SI
603276.SH,恒兴新材,2023-09-22,其他化学制品,850339.SI
001358.SZ,兴欣新材,2023-12-21,其他化学制品,850339.SI
603004.SH,鼎龙科技,2023-12-27,其他化学制品,850339.SI
603285.SH,键邦股份,2024-07-05,其他化学制品,850339.SI
002430.SZ,杭氧股份,2024-07-31,其他化学制品,850339.SI
301617.SZ,博苑新材,2024-12-11,其他化学制品,850339.SI
603120.SH,肯特催化,2025-04-16,其他化学制品,850339.SI
688602.SH,康鹏科技,2025-04-28,其他化学制品,850339.SI
603334.SH,丰倍生物,2025-11-05,其他化学制品,850339.SI
301688.SZ,格林生物,2026-09-02,其他化学制品,850339.SI
000881.SZ,中广核技,2021-12-13,其他化学制品,850339.SI
