股票代码,股票简称,纳入时间,申万3级,l3_index_code
002531.SZ,天顺风能,2021-12-13,风电零部件,857362.SI
300129.SZ,泰胜风能,2021-12-13,风电零部件,857362.SI
300185.SZ,通裕重工,2021-12-13,风电零部件,857362.SI
300443.SZ,金雷股份,2021-12-13,风电零部件,857362.SI
300569.SZ,天能重工,2021-12-13,风电零部件,857362.SI
300690.SZ,双一科技,2021-12-13,风电零部件,857362.SI
300850.SZ,新强联,2021-12-13,风电零部件,857362.SI
301040.SZ,中环海陆,2021-12-13,风电零部件,857362.SI
301155.SZ,海力风电,2021-12-13,风电零部件,857362.SI
601218.SH,吉鑫科技,2021-12-13,风电零部件,857362.SI
603063.SH,禾望电气,2021-12-13,风电零部件,857362.SI
603218.SH,日月股份,2021-12-13,风电零部件,857362.SI
603507.SH,振江股份,2021-12-13,风电零部件,857362.SI
301163.SZ,宏德股份,2022-08-01,风电零部件,857362.SI
603985.SH,恒润股份,2022-08-01,风电零部件,857362.SI
301232.SZ,飞沃科技,2023-06-15,风电零部件,857362.SI
301456.SZ,盘古智能,2023-07-14,风电零部件,857362.SI
300904.SZ,威力传动,2023-08-09,风电零部件,857362.SI
600072.SH,中船科技,2024-07-31,风电零部件,857362.SI
301557.SZ,常友科技,2025-03-04,风电零部件,857362.SI
688186.SH,广大特材,2025-05-13,风电零部件,857362.SI
603092.SH,德力佳,2025-11-07,风电零部件,857362.SI
603248.SH,锡华科技,2025-12-23,风电零部件,857362.SI
000809.SZ,和展能源,2026-07-02,风电零部件,857362.SI
301699.SZ,洛轴股份,2026-09-09,风电零部件,857362.SI
002487.SZ,大金重工,2021-12-13,风电零部件,857362.SI
