股票代码,股票简称,纳入时间,申万3级,l3_index_code
000906.SZ,浙商中拓,2021-12-13,原材料供应链服务,851782.SI
001202.SZ,炬申股份,2021-12-13,原材料供应链服务,851782.SI
600057.SH,厦门象屿,2021-12-13,原材料供应链服务,851782.SI
600153.SH,建发股份,2021-12-13,原材料供应链服务,851782.SI
600180.SH,*ST瑞茂,2021-12-13,原材料供应链服务,851782.SI
600704.SH,物产中大,2021-12-13,原材料供应链服务,851782.SI
600753.SH,ST海钦,2021-12-13,原材料供应链服务,851782.SI
600755.SH,厦门国贸,2021-12-13,原材料供应链服务,851782.SI
603329.SH,上海雅仕,2021-12-13,原材料供应链服务,851782.SI
605050.SH,福然德,2021-12-13,原材料供应链服务,851782.SI
002485.SZ,ST雪发,2025-08-13,原材料供应链服务,851782.SI
600603.SH,广汇物流,2025-08-13,原材料供应链服务,851782.SI
000626.SZ,远大控股,2021-12-13,原材料供应链服务,851782.SI
