股票代码,股票简称,纳入时间,申万3级,l3_index_code
000733.SZ,振华科技,2021-12-13,军工电子Ⅲ,857451.SI
002025.SZ,航天电器,2021-12-13,军工电子Ⅲ,857451.SI
002151.SZ,北斗星通,2021-12-13,军工电子Ⅲ,857451.SI
002179.SZ,中航光电,2021-12-13,军工电子Ⅲ,857451.SI
002189.SZ,中光学,2021-12-13,军工电子Ⅲ,857451.SI
002214.SZ,大立科技,2021-12-13,军工电子Ⅲ,857451.SI
002338.SZ,奥普光电,2021-12-13,军工电子Ⅲ,857451.SI
002383.SZ,合众思壮,2021-12-13,军工电子Ⅲ,857451.SI
002413.SZ,雷科防务,2021-12-13,军工电子Ⅲ,857451.SI
002414.SZ,高德红外,2021-12-13,军工电子Ⅲ,857451.SI
002446.SZ,盛路通信,2021-12-13,军工电子Ⅲ,857451.SI
002465.SZ,海格通信,2021-12-13,军工电子Ⅲ,857451.SI
002935.SZ,天奥电子,2021-12-13,军工电子Ⅲ,857451.SI
002977.SZ,*ST天箭,2021-12-13,军工电子Ⅲ,857451.SI
300045.SZ,华力创通,2021-12-13,军工电子Ⅲ,857451.SI
300101.SZ,振芯科技,2021-12-13,军工电子Ⅲ,857451.SI
300123.SZ,ST亚光,2021-12-13,军工电子Ⅲ,857451.SI
300177.SZ,中海达,2021-12-13,军工电子Ⅲ,857451.SI
300252.SZ,金信诺,2021-12-13,军工电子Ⅲ,857451.SI
300447.SZ,全信股份,2021-12-13,军工电子Ⅲ,857451.SI
300474.SZ,景嘉微,2021-12-13,军工电子Ⅲ,857451.SI
300726.SZ,宏达电子,2021-12-13,军工电子Ⅲ,857451.SI
300762.SZ,上海瀚讯,2021-12-13,军工电子Ⅲ,857451.SI
301050.SZ,雷电微力,2021-12-13,军工电子Ⅲ,857451.SI
301213.SZ,观想科技,2021-12-13,军工电子Ⅲ,857451.SI
600562.SH,国睿科技,2021-12-13,军工电子Ⅲ,857451.SI
600990.SH,四创电子,2021-12-13,军工电子Ⅲ,857451.SI
603267.SH,鸿远电子,2021-12-13,军工电子Ⅲ,857451.SI
603678.SH,火炬电子,2021-12-13,军工电子Ⅲ,857451.SI
603712.SH,七一二,2021-12-13,军工电子Ⅲ,857451.SI
688011.SH,新光光电,2021-12-13,军工电子Ⅲ,857451.SI
688081.SH,兴图新科,2021-12-13,军工电子Ⅲ,857451.SI
688272.SH,富吉瑞,2021-12-13,军工电子Ⅲ,857451.SI
688311.SH,盟升电子,2021-12-13,军工电子Ⅲ,857451.SI
688511.SH,天微电子,2021-12-13,军工电子Ⅲ,857451.SI
688636.SH,智明达,2021-12-13,军工电子Ⅲ,857451.SI
688682.SH,霍莱沃,2021-12-13,军工电子Ⅲ,857451.SI
688776.SH,国光电气,2021-12-13,军工电子Ⅲ,857451.SI
688788.SH,科思科技,2021-12-13,军工电子Ⅲ,857451.SI
688175.SH,高凌信息,2022-03-15,军工电子Ⅲ,857451.SI
001270.SZ,铖昌科技,2022-06-06,军工电子Ⅲ,857451.SI
301302.SZ,华如科技,2022-06-23,军工电子Ⅲ,857451.SI
688053.SH,ST思科瑞,2022-07-12,军工电子Ⅲ,857451.SI
688375.SH,国博电子,2022-07-22,军工电子Ⅲ,857451.SI
301306.SZ,西测测试,2022-07-26,军工电子Ⅲ,857451.SI
300397.SZ,天和防务,2022-08-01,军工电子Ⅲ,857451.SI
300629.SZ,新劲刚,2022-08-01,军工电子Ⅲ,857451.SI
688439.SH,振华风光,2022-08-26,军工电子Ⅲ,857451.SI
688132.SH,邦彦技术,2022-09-23,军工电子Ⅲ,857451.SI
688084.SH,晶品特装,2022-12-08,军工电子Ⅲ,857451.SI
688522.SH,纳睿雷达,2023-03-01,军工电子Ⅲ,857451.SI
688552.SH,航天南湖,2023-05-18,军工电子Ⅲ,857451.SI
688629.SH,华丰科技,2023-06-27,军工电子Ⅲ,857451.SI
301517.SZ,陕西华达,2023-10-17,军工电子Ⅲ,857451.SI
600855.SH,航天长峰,2024-07-31,军工电子Ⅲ,857451.SI
301571.SZ,国科天成,2024-08-21,军工电子Ⅲ,857451.SI
301592.SZ,六九一二,2024-10-24,军工电子Ⅲ,857451.SI
301682.SZ,宏明电子,2026-03-25,军工电子Ⅲ,857451.SI
301707.SZ,展芯股份,2026-08-07,军工电子Ⅲ,857451.SI
000547.SZ,航天发展,2021-12-13,军工电子Ⅲ,857451.SI
