股票代码,股票简称,纳入时间,申万3级,l3_index_code
001338.SZ,永顺泰,2022-10-28,其他农产品加工,850154.SI
002086.SZ,东方海洋,2026-07-01,其他农产品加工,850154.SI
003030.SZ,祖名股份,2021-07-30,其他农产品加工,850154.SI
000911.SZ,*ST广糖,1999-01-04,其他农产品加工,850154.SI
600737.SH,中粮糖业,2017-06-29,其他农产品加工,850154.SI
000930.SZ,中粮科技,2011-01-10,其他农产品加工,850154.SI
002286.SZ,保龄宝,2009-08-12,其他农产品加工,850154.SI
002481.SZ,双塔食品,2021-07-30,其他农产品加工,850154.SI
300138.SZ,晨光生物,2010-10-25,其他农产品加工,850154.SI
600191.SH,华资实业,1998-12-10,其他农产品加工,850154.SI
300268.SZ,佳沃食品,2011-10-10,其他农产品加工,850154.SI
