股票代码,股票简称,纳入时间,申万3级,l3_index_code
002138.SZ,顺络电子,2021-12-13,被动元件,850823.SI
002199.SZ,东晶电子,2021-12-13,被动元件,850823.SI
002484.SZ,江海股份,2021-12-13,被动元件,850823.SI
300319.SZ,麦捷科技,2021-12-13,被动元件,850823.SI
300408.SZ,三环集团,2021-12-13,被动元件,850823.SI
300460.SZ,ST惠伦,2021-12-13,被动元件,850823.SI
600237.SH,铜峰电子,2021-12-13,被动元件,850823.SI
600563.SH,法拉电子,2021-12-13,被动元件,850823.SI
603738.SH,泰晶科技,2021-12-13,被动元件,850823.SI
603989.SH,艾华集团,2021-12-13,被动元件,850823.SI
300975.SZ,商络电子,2022-08-01,被动元件,850823.SI
688539.SH,高华科技,2023-04-18,被动元件,850823.SI
301566.SZ,达利凯普,2023-12-29,被动元件,850823.SI
301458.SZ,钧崴电子,2025-01-10,被动元件,850823.SI
000636.SZ,风华高科,2021-12-13,被动元件,850823.SI
