股票代码,股票简称,纳入时间,申万3级,l3_index_code
000948.SZ,南天信息,2021-12-13,垂直应用软件,851041.SI
002063.SZ,远光软件,2021-12-13,垂直应用软件,851041.SI
002153.SZ,石基信息,2021-12-13,垂直应用软件,851041.SI
002178.SZ,延华智能,2021-12-13,垂直应用软件,851041.SI
002253.SZ,川大智胜,2021-12-13,垂直应用软件,851041.SI
002298.SZ,中电鑫龙,2021-12-13,垂直应用软件,851041.SI
002322.SZ,理工能科,2021-12-13,垂直应用软件,851041.SI
002362.SZ,汉王科技,2021-12-13,垂直应用软件,851041.SI
002405.SZ,四维图新,2021-12-13,垂直应用软件,851041.SI
002410.SZ,广联达,2021-12-13,垂直应用软件,851041.SI
002920.SZ,德赛西威,2021-12-13,垂直应用软件,851041.SI
002987.SZ,京北方,2021-12-13,垂直应用软件,851041.SI
003007.SZ,直真科技,2021-12-13,垂直应用软件,851041.SI
003029.SZ,吉大正元,2021-12-13,垂直应用软件,851041.SI
300033.SZ,同花顺,2021-12-13,垂直应用软件,851041.SI
300047.SZ,天源迪科,2021-12-13,垂直应用软件,851041.SI
300074.SZ,华平股份,2021-12-13,垂直应用软件,851041.SI
300075.SZ,数字政通,2021-12-13,垂直应用软件,851041.SI
300085.SZ,银之杰,2021-12-13,垂直应用软件,851041.SI
300188.SZ,国投智能,2021-12-13,垂直应用软件,851041.SI
300209.SZ,行云科技,2021-12-13,垂直应用软件,851041.SI
300226.SZ,上海钢联,2021-12-13,垂直应用软件,851041.SI
300229.SZ,拓尔思,2021-12-13,垂直应用软件,851041.SI
300235.SZ,方直科技,2021-12-13,垂直应用软件,851041.SI
300253.SZ,卫宁健康,2021-12-13,垂直应用软件,851041.SI
300348.SZ,长亮科技,2021-12-13,垂直应用软件,851041.SI
300352.SZ,ST信源,2021-12-13,垂直应用软件,851041.SI
300365.SZ,恒华科技,2021-12-13,垂直应用软件,851041.SI
300366.SZ,ST创意,2021-12-13,垂直应用软件,851041.SI
300377.SZ,赢时胜,2021-12-13,垂直应用软件,851041.SI
300380.SZ,安硕信息,2021-12-13,垂直应用软件,851041.SI
300451.SZ,创业慧康,2021-12-13,垂直应用软件,851041.SI
300465.SZ,高伟达,2021-12-13,垂直应用软件,851041.SI
300468.SZ,四方精创,2021-12-13,垂直应用软件,851041.SI
300469.SZ,信息发展,2021-12-13,垂直应用软件,851041.SI
300520.SZ,科大国创,2021-12-13,垂直应用软件,851041.SI
300525.SZ,博思软件,2021-12-13,垂直应用软件,851041.SI
300542.SZ,新晨科技,2021-12-13,垂直应用软件,851041.SI
300550.SZ,和仁科技,2021-12-13,垂直应用软件,851041.SI
300556.SZ,丝路视觉,2021-12-13,垂直应用软件,851041.SI
300559.SZ,佳发教育,2021-12-13,垂直应用软件,851041.SI
300561.SZ,汇金科技,2021-12-13,垂直应用软件,851041.SI
300579.SZ,数字认证,2021-12-13,垂直应用软件,851041.SI
300598.SZ,诚迈科技,2021-12-13,垂直应用软件,851041.SI
300605.SZ,恒锋信息,2021-12-13,垂直应用软件,851041.SI
300608.SZ,思特奇,2021-12-13,垂直应用软件,851041.SI
300663.SZ,科蓝软件,2021-12-13,垂直应用软件,851041.SI
300730.SZ,科创信息,2021-12-13,垂直应用软件,851041.SI
300803.SZ,指南针,2021-12-13,垂直应用软件,851041.SI
300830.SZ,金现代,2021-12-13,垂直应用软件,851041.SI
300925.SZ,法本信息,2021-12-13,垂直应用软件,851041.SI
300935.SZ,盈建科,2021-12-13,垂直应用软件,851041.SI
300996.SZ,普联软件,2021-12-13,垂直应用软件,851041.SI
600455.SH,博通股份,2021-12-13,垂直应用软件,851041.SI
600570.SH,恒生电子,2021-12-13,垂直应用软件,851041.SI
600602.SH,云赛智联,2021-12-13,垂直应用软件,851041.SI
600654.SH,中安科,2021-12-13,垂直应用软件,851041.SI
601519.SH,大智慧,2021-12-13,垂直应用软件,851041.SI
603189.SH,*ST网达,2021-12-13,垂直应用软件,851041.SI
603232.SH,格尔软件,2021-12-13,垂直应用软件,851041.SI
603383.SH,顶点软件,2021-12-13,垂直应用软件,851041.SI
603528.SH,多伦科技,2021-12-13,垂直应用软件,851041.SI
603927.SH,中科软,2021-12-13,垂直应用软件,851041.SI
603990.SH,麦迪科技,2021-12-13,垂直应用软件,851041.SI
688038.SH,中科通达,2021-12-13,垂直应用软件,851041.SI
688083.SH,中望软件,2021-12-13,垂直应用软件,851041.SI
688109.SH,品茗科技,2021-12-13,垂直应用软件,851041.SI
688118.SH,普元信息,2021-12-13,垂直应用软件,851041.SI
688232.SH,新点软件,2021-12-13,垂直应用软件,851041.SI
688296.SH,和达科技,2021-12-13,垂直应用软件,851041.SI
688318.SH,财富趋势,2021-12-13,垂直应用软件,851041.SI
688579.SH,地纬智能,2021-12-13,垂直应用软件,851041.SI
688588.SH,凌志软件,2021-12-13,垂直应用软件,851041.SI
688590.SH,新致软件,2021-12-13,垂直应用软件,851041.SI
688246.SH,嘉和美康,2021-12-14,垂直应用软件,851041.SI
301159.SZ,三维天地,2022-01-07,垂直应用软件,851041.SI
002261.SZ,拓维信息,2022-01-25,垂直应用软件,851041.SI
688171.SH,纬德信息,2022-01-27,垂直应用软件,851041.SI
688326.SH,经纬恒润,2022-04-19,垂直应用软件,851041.SI
301162.SZ,国能日新,2022-04-29,垂直应用软件,851041.SI
301153.SZ,中科江南,2022-05-18,垂直应用软件,851041.SI
301269.SZ,华大九天,2022-07-29,垂直应用软件,851041.SI
301195.SZ,北路智控,2022-08-01,垂直应用软件,851041.SI
301095.SZ,广立微,2022-08-05,垂直应用软件,851041.SI
688291.SH,金橙子,2022-10-26,垂直应用软件,851041.SI
688206.SH,概伦电子,2022-11-15,垂直应用软件,851041.SI
301378.SZ,通达海,2023-03-20,垂直应用软件,851041.SI
688507.SH,索辰科技,2023-04-18,垂直应用软件,851041.SI
688479.SH,友车科技,2023-05-11,垂直应用软件,851041.SI
301337.SZ,亚华电子,2023-05-26,垂直应用软件,851041.SI
