股票代码,股票简称,纳入时间,申万3级,l3_index_code
002034.SZ,旺能环境,2021-12-13,固废治理,859713.SI
002266.SZ,浙富控股,2021-12-13,固废治理,859713.SI
002672.SZ,东江环保,2021-12-13,固废治理,859713.SI
002973.SZ,侨银股份,2021-12-13,固废治理,859713.SI
300614.SZ,百川畅银,2021-12-13,固废治理,859713.SI
300779.SZ,惠城环保,2021-12-13,固废治理,859713.SI
300815.SZ,玉禾田,2021-12-13,固废治理,859713.SI
300854.SZ,中兰环保,2021-12-13,固废治理,859713.SI
300867.SZ,圣元环保,2021-12-13,固废治理,859713.SI
301049.SZ,超越科技,2021-12-13,固废治理,859713.SI
301068.SZ,大地海洋,2021-12-13,固废治理,859713.SI
600217.SH,中再资环,2021-12-13,固废治理,859713.SI
600323.SH,瀚蓝环境,2021-12-13,固废治理,859713.SI
601200.SH,上海环境,2021-12-13,固废治理,859713.SI
601330.SH,绿色动力,2021-12-13,固废治理,859713.SI
601827.SH,三峰环境,2021-12-13,固废治理,859713.SI
603568.SH,伟明环保,2021-12-13,固废治理,859713.SI
603588.SH,高能环境,2021-12-13,固废治理,859713.SI
688679.SH,通源环境,2021-12-13,固废治理,859713.SI
301109.SZ,军信股份,2022-04-13,固废治理,859713.SI
301175.SZ,中科环保,2022-07-08,固废治理,859713.SI
001230.SZ,劲旅环境,2022-07-15,固废治理,859713.SI
002210.SZ,飞马国际,2022-08-01,固废治理,859713.SI
688178.SH,万德斯,2022-08-01,固废治理,859713.SI
688370.SH,丛麟科技,2022-08-25,固废治理,859713.SI
301265.SZ,华新科技,2022-12-16,固废治理,859713.SI
301305.SZ,朗坤科技,2023-05-23,固废治理,859713.SI
601033.SH,永兴股份,2024-01-18,固废治理,859713.SI
000885.SZ,城发环境,2024-05-22,固废治理,859713.SI
000546.SZ,金圆股份,2024-07-31,固废治理,859713.SI
300140.SZ,节能环境,2024-07-31,固废治理,859713.SI
301500.SZ,飞南资源,2024-07-31,固废治理,859713.SI
000803.SZ,山高环能,2025-08-13,固废治理,859713.SI
000035.SZ,中国天楹,2021-12-13,固废治理,859713.SI
