股票代码,股票简称,纳入时间,申万3级,l3_index_code
601156.SH,东航物流,2021-12-13,跨境物流,851785.SI
601598.SH,中国外运,2021-12-13,跨境物流,851785.SI
603117.SH,万林物流,2021-12-13,跨境物流,851785.SI
603128.SH,华贸物流,2021-12-13,跨境物流,851785.SI
603535.SH,嘉诚国际,2021-12-13,跨境物流,851785.SI
603836.SH,海程邦达,2021-12-13,跨境物流,851785.SI
603871.SH,嘉友国际,2021-12-13,跨境物流,851785.SI
603967.SH,中创物流,2021-12-13,跨境物流,851785.SI
001228.SZ,永泰运,2022-04-29,跨境物流,851785.SI
001391.SZ,国货航,2025-01-07,跨境物流,851785.SI
002800.SZ,天顺股份,2026-07-02,跨境物流,851785.SI
600119.SH,*ST长投,2021-12-13,跨境物流,851785.SI
