股票代码,股票简称,纳入时间,申万3级,l3_index_code
002276.SZ,万马股份,2021-12-13,线缆部件及其他,857344.SI
002300.SZ,太阳电缆,2021-12-13,线缆部件及其他,857344.SI
002451.SZ,摩恩电气,2021-12-13,线缆部件及其他,857344.SI
002471.SZ,中超控股,2021-12-13,线缆部件及其他,857344.SI
002498.SZ,汉缆股份,2021-12-13,线缆部件及其他,857344.SI
002533.SZ,金杯电工,2021-12-13,线缆部件及其他,857344.SI
002560.SZ,通达股份,2021-12-13,线缆部件及其他,857344.SI
002606.SZ,大连电瓷,2021-12-13,线缆部件及其他,857344.SI
002692.SZ,远程股份,2021-12-13,线缆部件及其他,857344.SI
002879.SZ,长缆科技,2021-12-13,线缆部件及其他,857344.SI
002882.SZ,金龙羽,2021-12-13,线缆部件及其他,857344.SI
002953.SZ,日丰股份,2021-12-13,线缆部件及其他,857344.SI
300069.SZ,金利华电,2021-12-13,线缆部件及其他,857344.SI
300265.SZ,通光线缆,2021-12-13,线缆部件及其他,857344.SI
300933.SZ,中辰股份,2021-12-13,线缆部件及其他,857344.SI
301082.SZ,久盛电气,2021-12-13,线缆部件及其他,857344.SI
600577.SH,精达股份,2021-12-13,线缆部件及其他,857344.SI
600869.SH,远东股份,2021-12-13,线缆部件及其他,857344.SI
600973.SH,宝胜股份,2021-12-13,线缆部件及其他,857344.SI
601700.SH,风范股份,2021-12-13,线缆部件及其他,857344.SI
603333.SH,福华尚纬,2021-12-13,线缆部件及其他,857344.SI
603530.SH,神马电力,2021-12-13,线缆部件及其他,857344.SI
603577.SH,汇金通,2021-12-13,线缆部件及其他,857344.SI
603606.SH,东方电缆,2021-12-13,线缆部件及其他,857344.SI
603618.SH,杭电股份,2021-12-13,线缆部件及其他,857344.SI
603897.SH,长城科技,2021-12-13,线缆部件及其他,857344.SI
605196.SH,华通线缆,2021-12-13,线缆部件及其他,857344.SI
605222.SH,起帆电缆,2021-12-13,线缆部件及其他,857344.SI
688226.SH,威腾电气,2021-12-13,线缆部件及其他,857344.SI
000720.SZ,新能泰山,2022-08-01,线缆部件及其他,857344.SI
002309.SZ,中利集团,2022-08-01,线缆部件及其他,857344.SI
301439.SZ,泓淋电力,2023-03-17,线缆部件及其他,857344.SI
600067.SH,冠城新材,2024-08-09,线缆部件及其他,857344.SI
001382.SZ,新亚电缆,2025-03-21,线缆部件及其他,857344.SI
001208.SZ,华菱线缆,2021-12-13,线缆部件及其他,857344.SI
