股票代码,股票简称,纳入时间,申万3级,l3_index_code
301522.SZ,上大股份,2024-09-20,其他金属新材料,850521.SI
688102.SH,斯瑞新材,2022-07-29,其他金属新材料,850521.SI
688811.SH,有研复材,2026-03-23,其他金属新材料,850521.SI
300963.SZ,中洲特材,2021-03-25,其他金属新材料,850521.SI
603045.SH,福达合金,2018-05-07,其他金属新材料,850521.SI
603978.SH,深圳新星,2017-08-07,其他金属新材料,850521.SI
688456.SH,有研粉材,2023-07-04,其他金属新材料,850521.SI
600255.SH,鑫科材料,2021-07-30,其他金属新材料,850521.SI
688190.SH,云路股份,2021-11-12,其他金属新材料,850521.SI
603124.SH,江南新材,2025-02-28,其他金属新材料,850521.SI
000969.SZ,安泰科技,2011-01-10,其他金属新材料,850521.SI
300930.SZ,屹通新材,2021-01-11,其他金属新材料,850521.SI
605158.SH,华达新材,2023-07-04,其他金属新材料,850521.SI
300855.SZ,图南股份,2020-07-06,其他金属新材料,850521.SI
000633.SZ,合金投资,2018-06-19,其他金属新材料,850521.SI
688231.SH,隆达股份,2022-07-01,其他金属新材料,850521.SI
601137.SH,博威合金,2021-07-30,其他金属新材料,850521.SI
